POW_SA2_CODE_2021,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
507041178,65,5,0,665,519,81,50,6,0,665,480,96,57,13,5,651,449,75,48,12,3,580,326,60,52,8,5,460,130,36,44,15,0,230,45,17,26,5,0,95,17,14,11,10,0,49,6143,591,491,92,28,7348
507041179,9,0,0,185,174,14,16,0,0,207,173,22,11,0,0,210,174,14,25,5,3,224,132,15,18,0,4,166,72,13,10,0,0,91,19,8,8,3,0,40,3,3,7,0,0,17,1817,139,141,21,10,2129
507041180,19,0,0,144,123,22,32,0,3,179,123,20,34,4,0,175,100,23,23,0,0,150,96,20,26,3,4,140,36,20,27,0,0,78,12,9,13,0,0,30,0,0,0,3,0,9,1173,171,232,30,12,1609
507041181,65,0,3,663,496,95,77,8,0,682,449,81,58,17,8,621,388,65,74,10,0,541,292,64,63,11,0,434,161,41,51,4,0,256,57,38,27,17,0,141,16,9,9,8,3,56,5538,578,587,107,26,6840
507041182,49,10,3,1937,1599,46,58,12,4,1713,1517,55,53,6,7,1637,1356,57,39,0,3,1462,975,39,45,9,7,1067,398,26,30,5,5,470,83,9,11,4,0,112,18,10,0,3,3,35,14971,339,407,63,56,15827
507041183,15,3,0,89,70,11,7,0,0,90,53,9,17,4,0,76,53,4,8,0,0,73,37,6,14,0,0,58,21,5,7,0,0,30,10,0,3,0,0,13,3,0,3,0,0,3,683,68,125,14,4,895
507041184,7,3,0,54,35,17,4,0,0,62,50,7,19,4,0,89,38,12,11,5,0,63,31,14,17,3,0,65,33,11,24,3,0,68,5,5,11,0,0,22,3,0,4,0,0,8,452,84,137,32,8,709
507051186,13,0,0,247,278,3,11,0,0,295,248,3,18,3,0,272,254,5,14,3,4,278,160,0,7,0,4,175,60,6,3,0,0,64,12,0,0,0,0,10,3,0,0,0,0,4,2168,37,98,15,5,2322
507051187,43,0,0,308,242,28,48,5,0,319,221,31,44,4,0,303,221,40,39,13,0,306,137,24,20,0,0,183,40,5,12,0,0,59,17,3,8,4,0,22,3,3,0,0,0,8,2460,217,312,37,13,3039
507051188,59,12,6,1536,1287,91,73,7,8,1465,1268,94,94,16,8,1479,1255,85,85,14,10,1440,776,59,81,9,4,925,320,35,47,8,4,406,83,11,16,14,0,115,27,11,7,4,5,48,14531,593,614,103,64,15901
507051189,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,26
507051190,26,5,0,161,143,18,31,0,3,194,133,18,37,0,3,192,124,13,40,5,0,182,110,19,31,8,0,169,33,6,14,7,6,68,14,0,11,3,0,29,7,0,4,9,0,18,1265,116,250,35,15,1673
507051191,55,9,3,271,191,27,63,9,0,290,164,27,40,14,0,244,120,26,32,4,0,180,91,15,20,5,3,133,43,8,3,3,0,56,9,0,6,3,0,16,9,3,0,0,0,13,1891,190,363,55,17,2517
507051192,24,3,0,159,106,7,21,0,0,137,111,10,24,0,0,145,114,11,14,5,0,144,64,0,28,4,0,100,35,4,10,0,0,46,12,0,4,0,0,17,0,0,0,0,0,5,1139,71,188,16,8,1420
507051193,15,0,0,192,173,12,24,0,0,209,192,6,26,5,0,229,146,6,17,4,0,176,86,3,13,0,0,110,38,4,4,0,0,45,7,3,6,0,0,20,5,0,0,0,0,5,1837,55,156,24,7,2082
507051312,18,6,0,243,168,20,29,9,0,225,152,24,25,3,0,205,113,11,12,3,8,154,76,10,14,6,5,107,29,5,10,0,0,38,5,4,3,6,0,15,3,0,0,0,0,7,2604,127,212,38,19,2994
507051313,43,5,0,309,208,20,57,9,0,290,163,22,48,3,0,232,119,15,30,0,0,164,85,11,20,4,0,116,28,4,13,0,0,48,5,5,3,0,0,16,3,0,0,0,0,4,1824,165,377,43,10,2419
507051314,12,0,0,33,28,7,9,0,0,39,18,6,7,5,0,34,24,7,10,0,0,39,7,5,0,0,0,16,9,0,4,0,0,12,0,0,4,0,0,4,3,0,3,3,0,9,297,45,64,8,0,419
509011225,74,6,8,1023,959,72,88,10,10,1137,1024,67,98,4,14,1213,889,76,98,14,11,1092,821,64,101,19,10,1014,300,42,63,22,5,430,117,16,39,10,4,191,44,3,21,5,7,73,9329,492,767,116,83,10788
509011226,25,7,0,112,84,13,24,8,0,131,63,11,24,5,3,106,64,8,37,18,7,137,67,17,43,25,8,155,20,6,36,15,0,77,5,5,18,27,5,55,3,3,24,26,0,61,655,82,274,140,31,1186
509011227,12,8,0,48,49,0,11,3,0,66,58,3,13,0,0,74,50,16,10,0,0,75,33,3,18,0,0,58,14,3,3,0,0,17,6,0,6,4,0,19,0,0,3,0,0,3,404,37,105,17,3,568
509011228,37,15,4,203,135,10,55,10,0,219,174,30,51,5,6,263,154,23,61,16,4,255,132,10,48,14,8,207,44,14,43,21,0,113,16,14,24,23,3,82,4,0,28,17,0,50,1297,159,411,137,29,2037
509011229,31,13,0,159,65,32,24,15,0,130,86,21,27,21,4,164,85,22,36,15,4,169,63,17,23,16,0,116,45,17,22,15,4,106,12,5,10,9,7,45,3,0,7,3,4,22,843,195,232,148,36,1459
509011230,21,5,0,185,128,10,28,10,0,184,149,27,14,10,3,203,173,27,26,10,4,240,136,9,32,5,5,188,79,12,25,3,0,119,16,9,9,3,3,40,9,6,7,7,0,33,1632,125,200,66,25,2049
509011231,37,14,7,181,79,21,36,20,0,162,107,30,40,32,3,211,128,23,58,23,11,237,83,16,61,29,8,195,33,18,55,24,9,133,9,11,23,23,3,69,0,4,16,20,0,47,962,219,386,225,55,1848
509011232,9,0,0,77,55,4,18,4,4,84,79,3,28,0,4,120,77,3,22,6,6,107,46,3,10,4,3,71,18,6,16,3,0,48,7,0,10,8,0,21,3,0,4,6,0,15,564,45,146,39,12,816
509011233,28,0,5,291,262,23,35,3,0,330,275,24,32,4,5,335,249,24,30,11,0,313,220,16,45,5,0,284,87,18,28,8,0,142,30,3,15,9,0,57,5,0,7,9,4,22,2366,177,274,58,22,2891
509011234,40,8,4,210,185,15,30,12,4,243,171,21,37,14,6,246,161,13,50,16,4,243,127,30,33,22,4,210,53,16,40,17,4,133,10,9,25,26,7,78,10,0,20,18,4,53,1497,131,317,155,38,2143
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,22,0,3,159,105,21,25,7,0,157,138,22,23,4,0,193,112,25,36,6,9,183,83,21,18,8,3,139,33,5,24,11,3,75,13,7,9,11,0,38,6,5,16,10,0,38,1085,138,209,74,39,1549
509021237,9,12,0,123,87,19,14,9,5,130,96,27,22,13,0,158,80,22,24,13,5,153,95,25,30,13,0,164,34,10,17,6,0,76,13,7,13,9,0,45,5,9,7,12,3,37,949,178,173,100,18,1416
509021238,24,9,3,160,100,23,30,16,3,172,93,37,29,14,5,174,91,33,38,19,9,180,103,23,39,16,0,189,64,21,28,22,6,138,18,12,22,12,3,69,6,7,9,22,5,47,1013,231,262,151,34,1687
509021239,29,12,0,342,251,53,45,15,9,368,271,48,43,23,4,393,290,49,64,19,9,438,229,32,58,42,4,368,77,23,56,35,8,190,24,14,27,39,4,106,13,16,21,30,0,83,2812,326,432,241,52,3855
509021240,12,11,0,175,149,32,27,11,3,225,174,35,33,13,0,249,137,33,29,21,6,222,148,30,27,23,3,232,61,21,17,18,5,120,24,5,8,16,0,50,4,3,10,10,9,34,1630,245,223,152,21,2271
509021241,19,9,6,220,146,30,28,13,0,218,149,20,34,17,5,227,163,35,43,39,3,283,144,31,39,26,3,235,74,14,35,23,5,146,20,13,18,15,3,70,15,12,17,23,0,72,1508,268,263,173,27,2244
509021242,16,6,3,210,186,18,24,12,5,243,209,23,34,14,6,287,196,24,44,23,4,283,151,31,31,12,3,228,57,10,22,13,0,101,8,8,15,14,0,44,4,0,10,18,3,36,1651,155,235,133,35,2202
509021243,30,7,4,420,433,19,30,5,0,494,475,40,39,13,7,577,442,16,35,9,4,512,420,33,45,21,3,518,170,25,28,23,3,250,46,13,17,10,3,97,10,3,7,14,0,36,4136,228,295,120,44,4828
509021244,10,5,0,62,47,12,6,0,0,75,62,13,19,8,0,97,57,16,31,5,0,112,50,18,35,3,0,105,30,5,22,11,0,65,19,6,18,3,0,51,6,4,12,3,0,26,529,101,166,56,9,871
509021245,18,13,6,150,88,21,16,4,6,137,112,26,20,8,0,166,107,24,38,7,0,177,115,22,35,27,0,200,35,19,47,12,5,119,17,12,23,23,0,69,0,0,11,19,4,42,969,180,244,127,34,1554
509031246,19,12,0,113,79,19,18,10,0,128,94,23,26,26,5,173,89,28,31,18,3,161,96,17,32,18,0,169,38,19,19,18,3,99,19,13,17,13,3,69,10,5,16,11,0,43,904,179,217,146,20,1464
509031247,38,13,3,239,140,42,48,29,5,261,143,32,54,24,4,259,131,48,64,28,8,280,115,42,59,37,6,256,48,27,35,32,0,148,22,15,27,26,0,90,12,15,17,27,6,79,1382,339,455,263,51,2485
509031248,8,0,0,353,349,18,7,3,0,372,383,6,10,6,4,410,305,3,15,3,0,332,199,7,8,0,6,225,74,3,3,8,5,97,7,5,4,4,0,30,0,0,9,8,0,21,2818,69,86,43,13,3039
509031249,13,0,3,180,166,18,16,9,3,212,210,22,18,3,0,255,201,16,19,3,0,249,190,13,17,4,0,225,87,8,15,6,4,126,11,9,11,6,0,39,10,9,5,0,0,23,1841,125,149,47,19,2182
509031250,28,10,4,156,108,31,34,15,9,190,94,45,46,22,4,204,109,21,41,23,3,201,85,22,66,27,5,205,50,13,42,29,0,129,10,15,38,24,0,85,7,12,22,20,5,66,1025,233,358,207,36,1859
510011262,47,8,14,839,629,61,56,16,7,763,621,70,61,8,5,765,511,51,42,5,7,615,357,42,56,8,7,461,201,19,25,4,0,253,40,16,10,3,6,74,13,6,0,7,0,28,6396,433,412,63,69,7364
510011263,3,0,5,229,212,9,5,4,0,230,221,11,5,0,4,243,206,13,13,3,3,236,167,10,17,5,0,195,101,8,5,0,0,112,28,0,6,0,0,35,3,0,4,0,3,13,2345,70,65,19,21,2523
510011264,0,0,3,119,97,3,0,0,5,110,117,3,0,0,5,124,109,3,4,0,0,121,66,4,0,3,0,71,33,0,0,0,0,36,8,0,3,0,0,18,0,0,0,3,0,5,1056,23,18,5,19,1119
510011265,8,3,9,343,281,25,17,3,0,325,314,26,18,3,3,360,271,27,25,4,4,322,243,21,18,4,4,294,103,7,13,3,3,129,28,7,6,0,0,48,14,3,3,3,0,24,3127,190,141,48,27,3529
510011266,0,4,0,42,28,0,0,0,0,40,63,7,4,0,0,69,47,7,3,0,0,65,42,3,4,4,0,52,21,0,3,4,4,34,0,0,0,7,0,5,0,0,0,0,0,3,550,32,18,22,7,632
510021267,6,6,3,1738,1664,15,16,5,8,1705,1532,20,12,4,9,1572,1238,15,11,5,5,1269,770,10,9,0,6,791,259,4,0,3,0,272,33,4,6,0,5,49,12,3,0,0,0,21,13845,119,90,22,58,14131
510021268,3,0,5,453,377,3,6,0,8,390,389,12,3,0,0,404,303,6,0,0,0,312,216,4,0,4,5,234,76,0,0,0,0,79,14,0,3,0,0,14,4,0,0,0,0,4,3704,59,45,9,18,3840
510021269,13,3,6,791,680,26,18,3,0,725,605,32,19,0,3,669,527,23,10,6,5,569,383,15,9,7,0,407,126,12,4,0,5,145,23,6,0,0,0,35,3,0,0,0,0,0,6394,213,118,25,35,6787
510021270,12,4,5,312,252,13,17,0,0,280,245,11,8,5,3,272,249,17,12,0,3,280,153,8,8,3,0,168,66,8,6,0,0,77,21,0,0,0,0,21,0,0,0,0,0,0,2769,104,109,12,22,3008
510031271,16,4,4,1675,1642,13,20,0,4,1682,1557,23,9,4,7,1601,1295,19,17,5,7,1344,818,14,15,0,0,850,264,10,4,0,4,282,42,4,5,0,0,51,10,0,5,5,4,20,13330,165,153,30,51,13727
510031272,19,4,4,880,788,44,27,6,8,874,602,41,25,4,7,678,502,43,18,0,3,569,317,22,13,0,4,360,121,9,12,6,0,139,38,5,4,6,0,45,6,0,0,0,0,5,7044,307,237,55,29,7675
510031273,12,3,5,884,795,16,4,0,0,818,718,15,7,0,3,742,536,17,3,0,7,566,361,17,5,0,0,375,105,8,0,0,0,117,20,0,0,0,0,21,4,0,0,0,0,5,6222,100,59,12,29,6426
511011274,37,6,3,476,433,41,65,10,10,556,433,54,51,9,14,563,408,59,66,17,11,555,294,40,50,10,15,412,140,20,23,7,5,197,26,11,17,13,0,69,9,7,6,9,4,43,4116,350,427,99,80,5078
511011275,31,15,0,269,192,35,36,27,7,297,206,42,56,22,8,338,163,25,61,18,4,266,155,24,39,31,3,245,55,14,23,22,3,114,9,4,21,5,3,38,6,9,21,19,3,50,1907,224,352,195,34,2712
511021276,18,4,3,193,154,32,28,6,3,231,181,39,20,3,6,249,167,19,36,5,3,233,144,13,26,9,4,200,56,9,30,9,0,106,29,0,14,9,6,53,3,3,4,4,0,18,1639,160,218,68,37,2122
511021277,30,3,4,250,203,28,18,3,5,267,180,43,30,0,0,256,186,31,13,3,0,234,134,23,25,9,4,196,45,13,8,4,3,76,8,3,4,3,0,23,3,4,8,0,0,10,2084,226,201,42,35,2587
511031278,11,3,0,209,171,28,6,0,5,214,139,30,12,6,0,181,145,22,19,5,0,191,115,9,19,0,0,139,48,7,4,0,0,65,22,5,8,0,0,30,5,0,0,0,0,9,1591,147,106,30,9,1886
511031279,24,4,6,956,865,88,32,5,3,1000,803,76,41,6,8,932,737,81,34,8,6,862,525,54,31,12,7,626,241,21,24,6,4,296,54,7,16,9,5,83,20,10,0,5,0,34,8998,539,287,77,56,9959
511031280,9,0,0,108,102,6,6,0,0,121,107,9,8,0,0,130,124,9,7,0,0,154,80,9,9,0,0,108,40,0,6,0,0,50,7,4,0,0,0,8,0,0,0,0,0,6,1041,68,88,13,8,1213
511031281,0,0,0,8,16,0,0,0,0,20,8,0,0,0,0,13,9,0,0,0,0,9,11,0,0,0,0,10,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,99,0,5,0,0,99
511031282,5,0,3,536,488,4,6,0,0,496,525,10,10,4,3,553,396,13,6,7,5,426,323,8,8,0,8,348,100,12,8,5,0,125,23,4,0,0,0,33,9,0,0,4,0,19,4793,83,61,22,18,4975
511031283,6,0,6,852,852,7,9,0,3,871,812,13,11,4,3,840,718,5,13,0,3,736,458,13,17,0,0,489,148,6,0,10,5,163,28,0,3,0,0,33,3,6,4,0,0,11,7454,64,74,22,37,7641
511031284,0,0,0,118,104,0,0,0,0,103,87,0,0,0,0,87,83,0,0,0,0,85,57,0,0,0,3,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,870,7,0,0,3,878
511041285,60,9,0,1193,1117,101,72,8,3,1310,1138,88,87,16,6,1339,1017,88,82,16,6,1203,766,76,61,12,3,922,328,43,54,15,6,445,105,15,18,10,0,143,31,14,10,14,7,71,11023,596,575,137,50,12372
511041286,7,4,4,226,280,18,17,0,0,313,257,21,20,4,0,302,259,15,34,10,0,318,183,19,29,15,0,249,72,6,8,3,0,86,21,3,6,0,0,30,7,0,0,0,0,14,2099,121,146,41,8,2414
511041287,12,0,0,73,52,14,11,3,0,83,42,15,26,6,0,84,36,5,20,3,0,65,38,8,18,0,0,62,17,7,11,3,0,39,10,4,0,9,0,20,0,4,0,3,0,13,440,75,137,31,9,683
511041288,15,5,0,97,43,10,19,4,0,81,49,10,15,5,0,79,58,9,17,4,0,87,40,4,17,10,0,70,17,8,9,4,0,41,3,5,8,0,0,15,0,4,3,0,0,5,583,84,154,36,3,863
511041289,14,0,0,94,86,11,19,3,0,120,82,19,11,8,0,125,86,17,21,3,0,133,68,12,20,7,0,113,33,10,12,8,0,65,3,6,6,8,4,24,3,3,9,8,7,31,744,108,129,56,21,1062
511041290,12,5,3,521,480,9,10,5,0,502,500,7,16,8,3,535,403,23,10,3,4,441,311,10,18,5,0,341,118,6,11,9,0,149,34,3,5,6,0,58,3,4,0,3,0,16,4555,85,107,62,28,4835
511041291,14,8,0,219,161,24,25,12,0,225,183,24,33,18,3,257,192,24,31,20,0,269,141,26,51,23,6,243,50,18,32,26,5,128,9,15,14,13,0,50,12,4,18,12,0,50,1652,207,257,162,15,2298
511041292,32,14,0,193,132,28,28,14,0,203,146,42,37,19,5,245,159,39,54,23,0,275,144,46,44,37,9,271,58,25,41,23,8,152,13,9,25,31,3,74,11,5,21,27,5,63,1237,270,337,213,41,2089
597979799,0,0,3,189,189,0,3,0,0,196,219,0,0,0,0,223,143,5,0,0,0,149,58,3,0,0,0,61,22,0,0,0,0,25,3,3,0,0,0,8,0,0,0,0,0,0,1334,16,17,4,11,1386
599999499,1844,75,58,6109,3328,697,2010,86,77,6199,3325,674,2220,95,91,6396,2818,629,2198,105,89,5847,2180,481,1846,122,83,4703,985,278,991,116,62,2433,366,135,401,93,28,1015,123,68,193,94,40,516,36070,5347,17340,1043,767,60566
601011001,12,0,0,209,186,0,12,0,5,203,213,9,11,0,0,235,183,7,13,0,0,212,137,7,9,0,0,157,49,6,6,0,3,56,9,0,0,0,3,18,0,0,0,3,0,12,2136,45,91,16,24,2317
601011002,8,0,0,94,61,11,25,0,0,102,62,8,22,5,3,91,51,7,11,0,0,73,51,6,14,0,0,75,22,3,14,3,0,45,4,3,4,4,0,16,0,0,0,3,0,0,764,76,151,19,8,1021
601011003,8,3,0,31,19,5,7,0,0,34,28,10,7,0,0,40,22,7,9,4,0,43,22,6,12,0,0,39,4,6,5,0,0,17,0,0,3,0,0,6,4,0,0,0,0,3,227,58,82,18,0,381
601021004,44,4,0,390,365,25,21,3,6,422,391,29,36,0,0,459,358,27,19,0,3,404,239,15,23,4,4,282,78,10,21,6,3,118,22,4,5,0,4,37,11,4,0,3,0,21,4274,198,243,33,29,4779
601021005,35,0,0,551,399,46,28,7,0,486,370,47,31,5,4,466,372,39,45,5,0,460,258,41,46,8,3,355,110,14,19,4,0,152,25,6,19,9,0,60,9,3,9,6,0,22,4575,350,331,61,31,5349
601021006,6,0,0,19,19,4,4,0,0,33,21,0,8,0,0,34,16,0,10,0,0,31,12,6,13,4,0,30,8,3,0,4,0,10,0,0,3,4,0,8,0,0,0,3,0,8,163,22,65,13,0,257
601021007,24,4,0,117,70,19,25,3,4,121,86,8,24,0,0,116,62,7,17,0,0,92,56,9,15,4,0,92,23,10,14,3,4,49,14,10,14,0,0,39,0,0,0,4,0,8,893,107,207,22,11,1245
601021008,13,0,6,136,129,10,20,0,0,160,120,6,20,0,0,149,128,12,18,0,0,164,111,8,24,0,0,146,46,3,16,0,0,66,22,5,9,0,0,34,4,3,0,4,0,15,1325,88,178,10,12,1617
601021009,11,0,0,239,239,23,11,0,0,270,248,9,14,0,0,279,264,20,18,0,0,301,200,11,20,3,3,237,68,3,11,0,0,85,12,3,3,0,0,22,7,3,0,0,0,12,2486,131,140,10,12,2782
601021010,6,0,0,102,100,4,4,0,0,103,104,5,7,0,0,111,99,0,3,0,0,98,68,0,0,0,0,67,27,0,0,0,0,32,3,0,4,0,0,9,0,0,0,0,0,0,815,21,36,6,0,882
601021011,9,0,0,114,92,7,6,0,0,106,86,5,13,0,0,104,80,9,5,0,0,92,69,8,9,0,0,79,25,0,6,0,0,27,10,4,4,0,0,16,4,3,0,0,0,8,947,56,106,5,9,1128
601021012,14,0,0,54,15,9,25,0,0,53,19,9,12,3,0,41,22,8,21,4,0,55,16,11,28,4,0,56,3,10,10,0,0,24,0,7,5,0,0,10,0,0,0,0,0,0,200,79,144,16,0,446
601031013,14,0,0,61,52,9,12,0,0,79,49,10,17,0,0,69,38,6,15,0,0,56,25,4,7,3,0,41,15,5,0,0,0,22,8,4,4,4,0,17,6,0,0,0,0,6,539,46,83,11,3,685
601031014,4,0,0,84,66,0,14,0,0,77,44,4,18,0,0,66,49,0,13,0,0,68,46,3,7,0,0,59,14,0,3,4,6,26,6,0,4,0,0,12,0,0,0,0,0,3,683,24,102,8,9,827
601031015,17,0,0,167,163,3,14,0,0,186,145,8,18,4,7,170,146,4,17,0,0,172,103,3,11,0,4,112,29,4,9,0,0,44,11,0,3,0,0,14,0,0,0,0,0,0,1530,43,135,10,16,1738
601031016,19,0,0,619,596,22,34,0,4,645,599,24,22,3,8,656,538,32,21,4,6,601,390,34,39,4,0,467,118,22,3,3,3,150,42,10,9,6,0,60,6,9,0,0,0,17,5398,229,209,31,21,5893
601031017,41,7,6,529,482,19,26,0,6,535,443,24,39,0,0,513,468,24,33,0,8,531,336,22,16,0,4,378,142,8,24,0,3,181,37,3,10,0,0,56,6,5,4,3,0,17,5116,201,290,28,44,5673
601031018,8,0,0,94,63,0,3,0,0,69,83,9,15,0,0,107,95,5,10,0,0,111,70,6,9,0,0,90,23,0,6,0,0,28,12,3,0,0,0,17,0,0,0,0,0,5,773,60,87,7,7,937
601031019,41,6,9,598,502,39,41,7,3,591,471,49,28,6,0,549,462,35,43,3,10,555,400,22,39,0,6,472,140,18,19,7,3,184,33,14,8,4,0,57,12,5,0,4,0,21,5328,334,370,53,46,6124
601031020,12,3,4,187,159,8,21,0,3,200,197,10,22,8,3,234,212,15,20,4,0,244,181,4,19,0,0,199,73,4,9,0,5,91,26,5,8,4,0,33,10,0,0,3,0,8,1833,66,151,31,23,2100
601031021,7,0,0,18,17,0,6,0,0,24,18,0,3,0,0,20,9,3,5,0,0,18,16,0,3,0,0,13,3,0,3,0,0,10,0,0,4,0,0,7,0,0,0,0,0,0,165,14,54,0,0,235
601041022,58,4,0,538,454,45,59,10,0,570,400,31,51,11,7,504,339,36,58,5,0,439,273,29,33,8,7,346,119,17,31,4,0,169,29,5,16,9,0,53,4,8,12,9,0,24,4725,312,435,62,38,5572
601041023,27,0,0,139,90,17,37,6,0,155,71,29,31,0,0,128,63,20,42,3,0,123,46,12,30,9,0,101,26,5,20,3,0,65,7,3,19,4,0,33,4,6,5,0,0,15,901,148,304,31,11,1392
601041024,26,4,0,187,123,17,38,4,0,178,103,16,31,5,0,159,83,21,26,3,6,130,65,18,37,12,0,126,41,8,34,9,3,91,9,5,8,7,0,36,4,5,5,5,0,22,1262,138,271,58,20,1746
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
601041026,13,7,0,80,56,8,13,3,0,84,55,12,24,0,0,91,30,9,9,0,0,54,32,10,16,3,0,50,21,7,14,0,0,45,0,5,10,0,0,15,3,0,5,0,0,11,524,57,125,12,6,731
601051027,148,16,11,4384,3979,193,140,16,24,4353,3984,186,166,8,22,4375,3308,158,145,10,9,3624,2283,123,141,21,21,2590,837,83,99,19,9,1051,225,52,68,17,6,368,76,19,23,8,6,141,38892,1491,1366,176,170,42097
601051028,30,0,0,281,264,21,32,0,0,313,219,16,25,3,5,266,183,15,26,0,0,226,130,16,31,5,3,188,61,6,21,4,0,89,13,6,10,0,0,30,0,0,3,0,0,12,2060,107,246,24,11,2454
601051029,6,0,0,90,89,16,14,0,0,119,92,22,19,3,0,127,82,4,19,3,0,108,44,3,9,0,0,60,30,12,5,0,0,48,12,7,5,0,0,25,0,0,4,5,0,4,735,76,105,11,0,930
601051030,13,0,0,360,357,20,22,0,4,402,371,23,23,3,0,414,316,8,34,0,6,358,250,9,30,0,0,292,136,12,17,3,5,170,49,4,14,0,0,67,14,0,6,0,0,21,3606,117,220,20,29,3996
601051031,26,5,0,530,483,35,38,8,0,564,440,38,41,10,0,534,387,41,45,6,0,486,257,22,53,6,0,340,142,23,40,3,0,204,31,7,35,8,0,82,17,12,13,6,0,43,4708,299,425,67,24,5523
601051032,28,0,0,194,142,12,34,0,0,193,138,20,28,5,0,186,123,14,53,4,0,193,114,6,28,0,0,149,30,11,24,5,0,61,16,3,17,5,4,41,4,0,10,4,0,22,1432,109,279,26,11,1861
601051033,10,0,0,65,39,14,26,0,0,80,52,14,19,0,0,89,40,10,28,0,0,82,37,12,25,0,0,74,18,8,23,3,3,46,4,0,11,0,0,20,3,3,7,0,0,11,549,88,194,13,7,843
601061034,30,6,6,91,49,16,38,0,3,100,53,12,17,9,4,90,40,20,32,3,0,95,57,3,36,7,0,107,5,8,12,4,0,31,7,4,12,0,0,22,6,0,0,4,0,14,624,85,233,47,20,1011
601061035,42,3,0,250,190,15,46,4,6,261,200,26,27,3,0,256,180,22,48,13,5,263,186,17,36,10,5,266,57,7,17,7,0,97,11,10,19,15,3,58,9,3,11,9,3,37,2326,182,344,77,39,2964
602011036,18,0,0,316,333,25,29,3,5,394,321,22,30,5,4,380,313,44,23,7,3,387,225,37,28,8,0,298,83,15,17,4,0,121,32,12,6,0,0,47,12,0,0,0,3,21,3362,205,214,34,33,3849
602011037,19,5,7,335,284,12,10,0,0,309,319,19,19,0,0,356,266,23,13,0,3,307,188,13,11,5,0,216,69,9,8,4,0,92,19,6,4,0,0,28,3,0,4,0,0,5,3209,133,137,16,23,3511
602011038,80,14,10,1730,1583,117,62,8,7,1776,1701,104,90,12,3,1913,1489,98,94,9,11,1691,1091,68,69,8,10,1248,427,47,55,9,7,549,99,25,28,9,0,165,31,10,16,5,6,64,16355,793,719,98,84,18051
602011039,11,0,0,75,58,10,17,0,0,87,81,16,33,6,0,130,56,7,16,4,0,90,44,15,26,0,0,82,16,4,8,0,0,32,0,0,0,5,0,14,8,0,0,0,0,10,805,87,140,20,5,1049
602011040,11,0,0,136,145,6,9,4,0,166,151,9,7,0,3,174,140,3,4,0,0,152,111,3,12,0,3,123,38,3,3,0,0,49,10,5,4,4,0,17,4,3,3,0,0,5,1644,65,72,10,10,1809
602011041,9,0,6,293,289,9,5,0,0,306,288,10,16,0,4,319,313,12,11,0,5,340,202,6,17,0,0,226,92,5,7,0,0,107,22,3,0,4,0,30,6,0,8,0,4,11,2474,68,92,9,22,2670
602011042,25,3,0,204,176,9,16,0,0,208,189,19,26,3,0,230,137,12,12,0,0,167,130,3,18,0,0,153,48,4,10,0,0,60,23,4,3,0,0,27,10,0,6,0,0,8,1623,82,151,16,4,1882
602011043,8,0,0,61,61,0,0,0,0,70,67,3,10,0,0,85,63,5,10,3,0,72,61,9,13,4,0,85,21,0,4,0,0,29,6,0,0,5,0,12,7,0,4,0,0,6,604,32,71,11,8,722
602011044,19,0,0,122,109,15,18,0,0,138,133,9,18,3,0,157,115,11,19,0,0,149,82,3,16,3,0,111,30,11,10,4,0,48,7,4,4,4,0,20,3,0,0,0,0,3,1098,68,131,20,9,1328
602011045,3,0,0,44,40,3,3,0,0,49,35,0,7,0,0,43,31,0,0,0,0,36,30,0,4,0,0,36,14,0,5,0,0,18,4,0,0,0,0,5,0,0,0,0,0,0,308,15,41,0,0,362
