POW_SA2_CODE_2021,SEO_AGFF_Bf_91,SEO_AGFF_91_95,SEO_AGFF_96_00,SEO_AGFF_01_05,SEO_AGFF_06_10,SEO_AGFF_11_15,SEO_AGFF_16_20,SEO_AGFF_2021,SEO_AGFF_NS,SEO_AGFF_Tot,SEO_Min_Bf_91,SEO_Min_91_95,SEO_Min_96_00,SEO_Min_01_05,SEO_Min_06_10,SEO_Min_11_15,SEO_Min_16_20,SEO_Min_2021,SEO_Min_NS,SEO_Min_Tot,SEO_Mnf_Bf_91,SEO_Mnf_91_95,SEO_Mnf_96_00,SEO_Mnf_01_05,SEO_Mnf_06_10,SEO_Mnf_11_15,SEO_Mnf_16_20,SEO_Mnf_2021,SEO_Mnf_NS,SEO_Mnf_Tot,SEO_EGWWS_Bf_91,SEO_EGWWS_91_95,SEO_EGWWS_96_00,SEO_EGWWS_01_05,SEO_EGWWS_06_10,SEO_EGWWS_11_15,SEO_EGWWS_16_20,SEO_EGWWS_2021,SEO_EGWWS_NS,SEO_EGWWS_Tot,SEO_Const_Bf_91,SEO_Const_91_95,SEO_Const_96_00,SEO_Const_01_05,SEO_Const_06_10,SEO_Const_11_15,SEO_Const_16_20,SEO_Const_2021,SEO_Const_NS,SEO_Const_Tot,SEO_WST_Bf_91,SEO_WST_91_95,SEO_WST_96_00,SEO_WST_01_05,SEO_WST_06_10,SEO_WST_11_15,SEO_WST_16_20,SEO_WST_2021,SEO_WST_NS,SEO_WST_Tot,SEO_RetT_Bf_91,SEO_RetT_91_95,SEO_RetT_96_00,SEO_RetT_01_05,SEO_RetT_06_10,SEO_RetT_11_15,SEO_RetT_16_20,SEO_RetT_2021,SEO_RetT_NS,SEO_RetT_Tot,SEO_AcFd_Bf_91,SEO_AcFd_91_95,SEO_AcFd_96_00,SEO_AcFd_01_05,SEO_AcFd_06_10,SEO_AcFd_11_15,SEO_AcFd_16_20,SEO_AcFd_2021,SEO_AcFd_NS,SEO_AcFd_Tot,SEO_TPW_Bf_91,SEO_TPW_91_95,SEO_TPW_96_00,SEO_TPW_01_05,SEO_TPW_06_10,SEO_TPW_11_15,SEO_TPW_16_20,SEO_TPW_2021,SEO_TPW_NS,SEO_TPW_Tot,SEO_IMT_Bf_91,SEO_IMT_91_95,SEO_IMT_96_00,SEO_IMT_01_05,SEO_IMT_06_10,SEO_IMT_11_15,SEO_IMT_16_20,SEO_IMT_2021,SEO_IMT_NS,SEO_IMT_Tot,SEO_FinIns_Bf_91,SEO_FinIns_91_95,SEO_FinIns_96_00,SEO_FinIns_01_05,SEO_FinIns_06_10,SEO_FinIns_11_15,SEO_FinIns_16_20,SEO_FinIns_2021,SEO_FinIns_NS,SEO_FinIns_Tot,SEO_RHRE_Bf_91,SEO_RHRE_91_95,SEO_RHRE_96_00,SEO_RHRE_01_05,SEO_RHRE_06_10,SEO_RHRE_11_15,SEO_RHRE_16_20,SEO_RHRE_2021,SEO_RHRE_NS,SEO_RHRE_Tot,SEO_ProSTS_Bf_91,SEO_ProSTS_91_95,SEO_ProSTS_96_00,SEO_ProSTS_01_05,SEO_ProSTS_06_10,SEO_ProSTS_11_15,SEO_ProSTS_16_20,SEO_ProSTS_2021,SEO_ProSTS_NS,SEO_ProSTS_Tot,SEO_AdSup_Bf_91,SEO_AdSup_91_95,SEO_AdSup_96_00,SEO_AdSup_01_05,SEO_AdSup_06_10,SEO_AdSup_11_15,SEO_AdSup_16_20,SEO_AdSup_2021,SEO_AdSup_NS,SEO_AdSup_Tot,SEO_PubAS_Bf_91,SEO_PubAS_91_95,SEO_PubAS_96_00,SEO_PubAS_01_05,SEO_PubAS_06_10,SEO_PubAS_11_15,SEO_PubAS_16_20,SEO_PubAS_2021,SEO_PubAS_NS,SEO_PubAS_Tot,SEO_EdTrn_Bf_91,SEO_EdTrn_91_95,SEO_EdTrn_96_00,SEO_EdTrn_01_05,SEO_EdTrn_06_10,SEO_EdTrn_11_15,SEO_EdTrn_16_20,SEO_EdTrn_2021,SEO_EdTrn_NS,SEO_EdTrn_Tot,SEO_HC_SA_Bf_91,SEO_HC_SA_91_95,SEO_HC_SA_96_00,SEO_HC_SA_01_05,SEO_HC_SA_06_10,SEO_HC_SA_11_15,SEO_HC_SA_16_20,SEO_HC_SA_2021,SEO_HC_SA_NS,SEO_HC_SA_Tot,SEO_ArtsR_Bf_91,SEO_ArtsR_91_95,SEO_ArtsR_96_00,SEO_ArtsR_01_05,SEO_ArtsR_06_10,SEO_ArtsR_11_15,SEO_ArtsR_16_20,SEO_ArtsR_2021,SEO_ArtsR_NS,SEO_ArtsR_Tot,SEO_OthSvs_Bf_91,SEO_OthSvs_91_95,SEO_OthSvs_96_00,SEO_OthSvs_01_05,SEO_OthSvs_06_10,SEO_OthSvs_11_15,SEO_OthSvs_16_20,SEO_OthSvs_2021,SEO_OthSvs_NS,SEO_OthSvs_Tot,SEO_IDNS_Bf_91,SEO_IDNS_91_95,SEO_IDNS_96_00,SEO_IDNS_01_05,SEO_IDNS_06_10,SEO_IDNS_11_15,SEO_IDNS_16_20,SEO_IDNS_2021,SEO_IDNS_NS,SEO_IDNS_Tot
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3
125011582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,6,16,3,4,0,0,52,0,4,3,0,0,0,0,0,0,7,15,0,5,8,4,0,5,0,0,36,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,6,77,9,21,18,21,10,9,0,0,166,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,4,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,9,18,7,6,5,0,0,0,0,0,34,15,4,5,3,0,6,5,0,0,45,68,13,9,12,11,8,13,0,7,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,5,0,3,21
125011583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,24,3,0,4,0,0,0,0,0,0,10,20,5,7,5,4,0,5,0,0,58,0,0,0,0,0,0,0,0,0,8,34,0,8,4,6,10,3,0,0,69,4,0,0,0,0,0,0,0,0,8,17,0,0,4,0,4,8,0,0,29,0,0,3,3,0,0,0,0,0,15,6,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,8,0,0,11,5,3,7,0,0,5,0,0,0,24,7,0,4,0,0,0,0,0,0,8,4,0,0,5,5,0,3,0,0,30,5,0,3,3,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,4,0,0,12,0,0,3,6,4,5,0,0,0,21
125011584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,7,3,6,6,8,0,0,80,4,0,0,0,0,0,0,0,0,4,15,0,0,0,5,12,8,0,0,43,20,0,0,3,10,6,0,0,0,44,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,6,9,4,5,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,7,0,0,0,0,0,5,0,0,23
125011585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
125011586,3,0,0,0,5,0,5,0,0,16,0,0,0,0,0,0,0,0,0,3,70,11,16,10,12,12,12,0,0,147,4,3,5,3,0,5,3,0,0,24,19,5,0,9,14,12,9,0,0,71,42,7,10,8,14,14,8,0,3,94,42,14,23,20,30,17,11,0,0,158,10,0,0,5,9,0,8,0,0,36,61,13,7,8,12,8,5,0,0,121,3,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,22,3,3,0,0,5,0,0,0,0,12,24,6,3,7,3,7,0,0,0,51,22,0,11,0,6,10,0,0,0,55,48,4,9,14,12,6,0,0,5,101,8,7,0,10,0,0,0,0,0,28,29,6,11,15,12,8,15,0,3,94,9,0,0,0,0,0,0,0,0,10,9,3,0,4,0,0,0,0,0,24,24,12,7,6,12,5,7,0,3,80
125011587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,6,5,0,6,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,11,7,0,0,0,0,0,0,0,0,8,6,0,3,3,3,5,4,0,0,24,5,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,9,3,5,0,0,0,0,0,0,11,5,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,4,3,0,5,0,0,0,0,18,5,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,6,3,0,3,0,7,0,0,0,0,12,3,0,4,0,0,8,3,0,0,22
125011709,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,132,14,36,34,33,18,26,0,0,298,13,0,0,4,0,6,4,0,0,34,73,21,27,24,30,35,57,3,0,266,57,17,14,6,18,27,15,0,0,156,38,5,8,14,9,10,14,0,0,91,7,5,0,7,5,3,3,0,0,27,16,3,9,4,6,7,5,0,0,54,8,0,0,0,4,0,0,0,0,13,7,0,4,0,0,0,0,0,0,13,10,0,0,5,0,0,0,0,0,18,44,12,7,11,13,16,17,0,0,118,12,0,0,3,0,0,7,0,0,28,105,17,28,19,11,8,0,0,0,187,0,0,0,0,0,0,0,0,0,10,18,0,10,6,13,4,3,0,0,49,10,0,0,0,0,0,0,0,0,18,32,4,9,8,3,12,5,0,0,75,60,9,13,20,22,21,11,0,4,150
125011710,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,58,15,12,15,16,16,15,0,0,144,7,0,0,0,3,0,0,0,0,11,18,0,12,6,10,9,7,0,0,65,40,9,12,8,14,14,11,0,0,110,28,3,10,5,15,6,27,0,7,97,10,0,3,4,15,10,11,0,0,53,33,3,13,9,9,6,18,0,0,91,3,0,6,0,0,3,0,0,0,18,52,12,23,19,18,15,12,0,0,140,11,5,0,8,3,6,0,0,0,26,28,8,6,9,5,6,8,0,0,80,10,5,5,10,3,3,3,0,0,42,64,9,24,11,14,10,8,0,0,134,27,9,5,5,4,7,16,0,0,76,34,21,15,9,13,14,21,0,6,134,42,5,10,14,16,18,20,0,0,121,57,6,9,10,15,9,7,0,0,109,18,8,10,14,15,11,17,0,3,86
125021477,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,154,27,47,41,51,28,34,0,0,373,3,0,5,0,0,0,4,0,0,13,72,14,22,14,17,30,21,0,3,192,77,6,15,24,12,9,13,0,0,157,44,8,8,7,11,8,6,3,0,91,11,0,5,0,5,4,3,0,0,26,20,3,5,3,9,8,6,0,0,62,8,5,4,4,0,0,0,0,0,18,11,0,5,6,3,5,4,0,0,29,8,0,4,10,4,0,0,0,0,21,27,11,10,4,13,7,8,0,0,86,23,3,7,8,13,4,10,0,5,65,33,6,3,12,8,4,5,0,0,74,59,14,17,9,12,3,4,0,0,124,26,7,10,12,7,0,7,0,0,70,3,0,0,0,0,0,0,0,0,7,26,3,5,5,0,5,0,0,0,60,32,10,17,24,12,17,20,0,9,138
125021478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,3,0,0,5,0,0,0,0,15,6,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,12,3,4,3,0,4,4,0,0,30,32,0,6,11,8,11,9,0,0,74,5,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,4,0,0,11,5,0,0,0,0,0,0,0,0,5
125021711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,5,5,5,10,0,0,0,0,42,0,0,0,4,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,6,4,4,3,4,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,27,0,4,8,3,4,0,0,0,45,19,3,0,5,4,4,9,0,0,47,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6
125021712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,3,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,15,0,3,0,0,3,0,0,0,33,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,28,9,8,11,4,3,0,0,0,51,9,3,0,4,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3
125031479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,10,17,8,15,6,10,0,0,126,3,0,0,0,0,0,0,0,0,10,10,0,7,3,6,0,5,0,0,22,20,3,6,6,6,0,3,0,0,44,11,5,3,3,5,8,5,0,0,41,7,0,0,4,0,4,0,0,0,13,41,11,6,4,3,0,0,0,0,67,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,0,0,0,18,4,0,0,0,0,0,0,0,0,11,27,5,5,14,13,6,4,0,0,85,27,5,3,5,0,0,8,0,0,50,20,4,3,0,0,4,0,0,3,43,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,4,0,0,23,21,4,11,6,5,8,3,0,5,60
125031480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,10,6,4,6,0,0,75,0,0,0,0,0,0,0,0,0,10,15,0,0,3,0,3,0,0,0,29,17,10,7,4,7,3,4,0,0,56,32,7,12,9,4,5,4,0,0,70,4,0,0,0,3,0,6,0,3,17,16,4,3,0,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,0,0,3,0,5,0,0,0,0,13,7,0,0,5,0,0,0,0,0,16,18,0,0,4,0,0,0,0,0,28,31,6,5,4,11,7,11,0,0,85,0,0,0,0,0,0,0,0,0,0,12,4,0,0,4,0,0,0,0,20,10,4,5,0,5,3,9,0,0,38
125031481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,4,5,0,10,0,0,50,0,0,0,0,0,0,0,0,0,0,21,6,0,0,5,9,12,0,0,56,10,0,0,0,4,0,0,0,0,12,10,0,3,3,3,0,6,0,0,21,5,0,3,0,0,0,5,0,0,16,39,13,7,3,6,3,11,0,4,94,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,12,7,0,3,0,3,5,4,0,0,25,0,0,5,0,3,8,0,0,0,18,19,6,5,0,0,3,0,0,0,35,39,7,3,6,0,3,6,0,0,71,4,0,4,3,0,0,3,0,0,22,11,0,0,7,7,3,0,0,0,27,16,6,7,0,4,0,3,0,0,35,16,3,3,0,10,3,6,0,3,47
125031483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,4,8,8,3,5,0,0,63,0,0,0,0,0,0,0,0,0,0,8,0,0,5,4,4,0,0,4,23,10,4,0,0,0,0,5,0,0,13,7,0,3,0,5,0,3,0,0,24,0,0,0,4,0,0,0,0,0,14,6,0,0,12,0,0,6,0,0,34,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,7,5,0,0,3,4,0,0,0,21,19,0,3,3,0,7,0,0,0,36,0,0,0,0,3,4,0,0,0,3,9,0,0,0,0,0,0,0,0,11,12,4,3,0,3,0,0,0,3,34
125031484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,3,0,0,16,7,0,0,0,3,0,0,0,0,11,5,0,0,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,15,9,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,4,0,0,0,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,16,20,7,10,3,4,0,0,0,0,42,18,4,4,0,6,3,3,0,0,41,0,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,14,3,0,0,0,0,0,5,0,0,16
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,20,44,17,21,19,19,0,3,337,9,0,0,5,0,0,0,0,0,21,40,8,10,9,16,16,12,0,0,117,57,7,16,8,11,7,4,0,0,122,29,0,7,4,0,8,0,0,0,49,5,0,0,0,0,0,0,0,0,7,46,11,12,10,21,6,6,0,4,113,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,8,4,7,0,0,0,3,0,0,21,15,0,0,3,0,0,0,0,0,18,0,0,0,3,3,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,7,3,0,0,0,0,0,23,47,4,14,11,8,14,7,0,0,109
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,7,6,5,5,10,0,4,50,0,3,0,0,4,0,0,0,0,8,11,3,6,0,0,5,6,0,0,19,19,6,0,5,5,3,6,0,0,45,41,11,20,20,12,17,10,0,6,130,0,0,0,0,0,0,5,0,0,3,40,9,18,11,19,11,6,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,4,3,0,0,0,18,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,19,8,0,4,7,4,8,0,0,49
125031713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,7,0,6,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,15,6,3,5,0,0,0,0,0,25,8,0,4,3,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,13
125031714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,3,0,0,3,4,0,0,0,17,0,0,5,0,0,0,0,0,0,3,16,3,8,4,7,0,3,0,0,51,7,0,0,0,0,0,3,0,0,14,7,3,0,0,0,0,3,0,0,16,3,0,0,5,0,0,0,0,0,10,3,0,0,7,3,0,0,0,0,19,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,17,3,0,4,0,0,0,0,0,31,22,0,6,5,0,4,0,0,0,44,24,4,5,4,7,8,0,0,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,0,0,0,3,5,0,0,0,20
125031715,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,8,3,9,6,9,9,0,3,79,5,0,0,0,4,0,0,0,0,10,16,5,0,3,3,0,3,0,0,36,59,11,17,18,7,10,8,0,0,135,19,6,3,7,13,17,10,0,0,74,0,0,0,0,0,0,0,0,0,5,36,9,19,21,15,16,17,0,0,130,4,0,0,0,0,0,0,0,0,8,5,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,3,6,3,3,7,0,0,0,33,0,0,0,0,0,0,0,0,0,8,5,0,4,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,20,18,3,4,3,3,4,3,0,6,40,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,18,0,6,6,7,0,0,0,0,45
125031716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,11,0,0,5,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
125041489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,21,7,3,10,4,4,10,0,0,56,5,0,0,0,4,0,0,0,0,10,24,5,10,5,3,0,0,0,0,55,16,0,4,7,3,3,6,0,0,33,5,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,11,17,3,3,6,0,0,3,0,0,34,25,0,4,3,4,0,0,0,0,35,50,11,10,10,13,8,8,0,4,107,10,0,0,5,6,3,0,0,0,19,13,3,0,0,0,0,0,0,0,23,124,19,29,29,20,20,13,0,4,263,113,21,34,33,33,14,16,0,3,275,3,0,0,0,0,0,5,0,0,11,27,4,9,0,0,0,0,0,0,50,22,6,9,5,3,0,0,0,7,46
125041490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,11,8,16,13,18,0,4,129,0,0,0,0,0,0,0,0,0,0,19,3,4,5,3,4,9,0,0,47,9,0,0,0,0,0,0,0,0,19,33,6,4,15,12,6,10,0,0,81,3,0,0,0,3,0,0,0,0,12,5,0,0,7,0,0,3,0,0,17,4,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,8,22,8,6,0,0,0,3,0,0,41,18,9,8,8,4,3,3,0,0,48,3,0,0,0,0,0,0,0,0,3,17,4,6,6,0,6,4,0,0,31,10,0,9,6,4,7,8,0,0,40
125041491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,10,9,11,15,7,7,0,6,108,0,0,0,0,0,0,0,0,0,0,22,0,0,3,9,0,5,0,0,42,6,0,0,0,0,0,4,0,0,12,24,4,4,4,6,9,7,0,3,51,6,0,3,0,12,7,3,0,0,23,33,0,7,4,6,0,11,0,0,54,6,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,12,24,9,8,12,10,11,19,0,0,93,13,3,0,0,3,4,0,0,0,31,12,0,6,0,0,0,0,0,0,32,53,6,18,13,9,4,14,0,0,121,711,185,207,199,198,148,105,9,13,1774,0,0,0,0,0,0,0,0,0,5,9,0,3,3,0,4,0,0,0,22,8,7,7,7,3,4,11,0,5,62
125041493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,10,15,11,14,12,0,3,116,7,0,0,0,0,0,0,0,0,6,22,0,0,4,0,0,0,0,0,26,6,0,5,0,0,0,0,0,0,13,0,4,0,0,3,0,0,0,0,14,4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,0,0,6,9,0,0,5,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,10,11,6,4,6,6,0,0,0,0,32,24,0,3,3,7,4,13,0,4,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,3,3,6,0,9,0,4,39
