POW_SA2_CODE_2021,P_75ov_EWFT,P_75ov_EWPT,P_75ov_EAFW,P_75ov_EHW_NS,P_75ov_Tot,P_Tot_EWFT,P_Tot_EWPT,P_Tot_EAFW,P_Tot_EHW_NS,P_Tot_Tot
309031240,8,31,3,0,37,1127,1464,283,59,2932
309041241,0,12,0,0,18,495,402,70,18,988
309041242,18,51,12,0,85,2077,1809,497,86,4477
309051243,0,11,0,3,15,855,804,116,30,1802
309051244,12,33,0,0,46,2075,1996,334,68,4473
309051245,0,4,0,0,3,897,665,92,26,1676
309061246,4,19,4,3,28,3024,1753,396,100,5273
309061247,4,14,0,0,19,587,816,113,40,1555
309061248,15,38,6,3,55,5961,3028,611,188,9786
309061249,0,8,0,0,10,1436,1219,148,52,2853
309061250,6,8,0,0,13,691,651,111,24,1478
309071251,9,10,5,5,20,4358,2574,718,139,7794
309071252,4,20,5,0,32,4290,3143,800,150,8391
309071253,20,34,0,6,60,2366,1800,390,87,4640
309071254,3,14,4,0,22,975,455,100,23,1562
309071256,0,17,3,3,18,2273,2094,958,98,5430
309071552,15,16,5,8,35,8774,2521,503,230,12030
309071553,8,20,0,4,36,8776,2183,444,217,11617
309071554,3,6,0,0,9,1022,996,163,46,2219
309071555,0,0,0,0,3,673,569,112,31,1384
309071556,0,4,0,0,7,727,596,104,30,1456
309071557,6,14,0,5,20,2477,2045,325,86,4931
309071558,0,3,0,0,3,400,303,34,13,752
309081259,0,10,3,0,16,383,349,69,13,815
309081260,3,11,0,0,15,746,688,96,29,1561
309081262,6,19,0,0,26,4430,2207,389,139,7163
309081559,6,38,9,0,52,2783,1984,357,66,5187
309081560,0,26,8,0,37,5397,4733,1271,184,11579
309091263,11,32,0,0,47,2977,1992,330,116,5416
309091264,6,29,4,0,43,5244,1946,353,132,7680
309091265,0,6,0,0,11,666,704,138,40,1541
309091540,25,52,13,13,105,15447,9467,2051,431,27392
309091541,14,31,3,4,51,3243,2598,490,132,6463
309101267,11,28,0,6,38,2002,2157,292,75,4530
309101268,13,31,10,5,56,4904,2002,471,115,7496
309101269,5,30,6,0,45,1002,1158,770,82,3012
309101561,23,36,6,8,69,3521,2830,1105,175,7627
309101562,6,28,0,0,38,1902,1492,451,86,3933
310011271,15,18,3,0,37,8314,2423,550,187,11484
310011272,0,4,0,0,4,554,526,75,29,1184
310011274,8,11,0,0,22,4679,2195,441,156,7471
310011275,9,12,0,0,18,2005,1165,292,62,3526
310011276,3,11,6,0,21,9952,1710,604,223,12487
310011563,0,0,0,0,0,238,275,49,22,583
310011564,5,17,4,0,23,1466,1567,283,63,3378
310021277,36,51,4,9,97,2116,1396,292,109,3912
310021278,8,15,0,3,33,763,579,119,40,1500
310021279,0,0,0,0,0,0,0,0,0,0
310021280,28,30,6,6,58,2491,1962,349,101,4908
310021281,11,20,0,0,32,1600,1027,208,65,2895
310021282,13,15,0,6,40,5652,1375,533,138,7703
310031283,0,3,0,0,3,754,786,163,36,1735
310031284,3,16,0,0,18,2567,983,220,83,3850
310031285,0,0,0,0,4,1108,1025,216,43,2395
310031286,8,25,8,0,41,8572,4731,1161,256,14714
310031287,8,12,3,0,22,1816,1994,383,78,4269
310031288,0,4,0,0,4,461,358,74,17,914
310031289,0,6,0,0,6,359,391,61,15,828
310031290,0,8,0,0,8,405,296,66,19,784
310031291,0,7,0,0,3,1125,329,71,32,1554
310031292,3,6,0,3,15,1206,1320,411,50,2993
310031293,0,5,0,0,8,1241,874,218,58,2391
310031294,0,0,0,0,3,1029,584,113,26,1748
310031295,0,0,0,0,4,1887,429,116,63,2492
310041297,0,3,0,0,3,376,334,61,22,798
310041298,4,6,0,0,7,4939,684,146,109,5881
310041299,8,0,4,0,12,3080,1281,319,92,4772
310041300,0,5,0,0,3,1233,951,176,50,2408
310041301,0,0,0,0,0,83,5,4,0,96
310041302,0,5,0,0,5,1217,1329,193,75,2810
310041303,0,0,0,0,4,1062,1112,262,46,2483
310041304,4,9,0,4,10,2858,2152,571,96,5674
310041565,0,0,0,0,0,1020,769,131,34,1964
310041566,0,0,0,0,0,427,409,68,17,918
311011305,21,34,8,3,64,3099,1902,380,140,5519
311021306,11,11,4,0,25,3972,2155,457,126,6715
311021307,0,3,0,0,7,748,751,133,40,1667
311021308,0,0,0,0,0,877,479,78,49,1476
311021309,0,7,0,0,7,528,625,102,18,1271
311021310,0,0,0,0,0,455,321,66,8,849
311031311,3,6,0,0,13,1572,1493,195,74,3333
311031312,0,5,0,0,13,2900,2630,587,107,6228
311031313,0,0,0,0,8,523,307,42,28,898
311031314,0,4,0,0,7,3905,953,199,101,5155
311031315,0,0,0,0,0,8,0,0,0,10
311031316,0,0,0,0,0,1387,761,178,50,2383
311031317,0,0,0,0,4,794,682,136,42,1651
311031318,0,4,0,0,4,312,171,34,7,524
311031319,0,0,0,0,0,645,563,92,33,1328
311041322,5,11,0,3,17,1057,662,109,52,1873
311041567,0,0,0,0,0,453,453,67,20,994
311041568,0,0,0,0,5,415,230,38,18,707
311041569,0,0,0,0,7,767,589,90,30,1481
311041570,6,13,0,0,14,1745,1492,224,76,3537
311041571,0,0,0,0,0,553,533,84,19,1190
311051323,3,16,0,0,17,1071,956,173,61,2260
311051324,4,4,0,0,3,1115,839,134,21,2111
311051325,10,14,0,0,25,4749,2152,409,159,7467
311051326,13,15,3,0,26,5446,2788,629,170,9036
311051327,3,9,3,0,22,1996,1787,495,76,4354
311051328,0,7,0,0,10,717,768,114,25,1627
311061329,5,6,0,0,12,754,539,138,20,1441
311061330,0,6,0,0,16,1548,682,122,40,2393
311061331,0,6,8,0,14,3740,1840,375,136,6080
311061332,3,7,0,0,18,725,699,118,17,1563
311061333,7,12,0,0,18,4036,1821,327,123,6304
311061334,6,16,0,0,24,3171,2469,418,100,6161
311061335,3,5,6,0,20,4066,1909,382,108,6464
311061336,8,4,0,0,16,1390,804,118,55,2369
312011337,15,11,0,0,27,1657,1127,113,76,2972
312011338,16,11,3,9,33,8240,1082,1014,280,10622
312011339,12,15,4,6,33,3037,571,292,82,3985
312011340,9,14,5,0,24,2666,532,157,104,3452
312011341,3,4,0,0,13,6597,1172,668,164,8607
312021342,0,3,0,0,10,1102,942,81,46,2175
312021343,0,0,0,0,3,306,291,24,7,633
312021344,8,4,0,0,7,784,841,64,37,1722
312021345,0,0,0,0,0,7,0,0,0,8
312021346,9,21,0,7,36,7512,4315,475,231,12533
312021347,0,0,0,0,4,617,135,21,15,788
312021348,5,10,3,0,24,1986,1619,174,58,3843
312021349,4,6,3,0,10,1590,1126,107,37,2868
312021350,4,14,0,0,21,9470,1598,410,214,11687
312021351,15,9,0,4,24,924,599,54,44,1632
312021352,9,15,0,0,25,2870,1103,195,114,4279
312021353,17,11,0,4,37,783,387,36,33,1239
312021354,0,8,0,0,5,247,235,20,10,515
312021355,0,5,0,0,5,559,261,18,22,859
312021356,0,3,0,0,7,653,503,56,15,1240
312021357,12,15,0,3,28,1037,560,65,31,1696
312021358,11,9,5,3,24,2500,1464,289,77,4323
312031359,13,19,4,4,42,4324,2635,261,133,7352
312031360,0,0,0,0,0,0,0,0,0,0
312031361,19,20,3,8,44,2009,1046,154,80,3283
313011362,4,11,0,0,21,1036,926,206,47,2221
313011363,7,20,6,9,44,1638,1804,470,98,4017
313021364,0,3,4,0,10,567,390,96,20,1067
313021366,3,12,4,0,20,2963,3204,770,141,7084
313021367,9,7,0,0,9,600,424,51,34,1105
313021368,0,0,0,0,0,656,593,105,18,1372
313021369,3,4,0,4,9,852,659,63,36,1611
313021572,3,16,3,3,23,5025,3092,609,164,8888
313021573,3,16,4,6,28,3584,2281,466,116,6449
313031370,21,12,0,6,41,1637,826,110,77,2647
313031371,5,21,4,5,35,1328,784,199,50,2358
313041372,3,9,0,0,13,2009,2059,424,91,4582
313041373,5,11,0,0,19,4234,1965,349,126,6663
313041374,0,0,0,0,0,442,333,52,11,842
313041375,3,8,0,3,15,3015,1582,239,87,4930
313041376,0,5,3,0,9,216,131,17,5,371
313051377,11,11,7,0,25,2572,1223,223,64,4084
313051378,3,15,0,0,16,902,991,206,32,2130
313051379,14,19,4,0,34,2957,2787,694,106,6542
313051380,3,19,3,0,26,2793,2601,542,114,6051
313051574,0,0,0,0,0,55,105,34,6,206
313051575,9,14,4,0,26,1060,925,210,36,2239
314011382,3,16,5,0,24,1517,1744,303,48,3610
314011383,0,13,3,0,17,1181,1150,173,26,2527
314011384,5,12,0,0,21,777,643,132,25,1579
314011385,0,8,0,0,7,455,419,74,9,970
314011386,11,20,0,0,28,2061,1902,344,57,4362
314011387,11,19,3,0,39,1142,1204,233,37,2610
314021389,0,0,0,0,0,1164,1081,174,42,2460
314021576,0,0,0,0,0,429,332,55,17,834
314021577,0,4,0,0,7,1479,1543,287,64,3374
314021578,0,3,0,0,3,908,949,168,38,2064
314021579,3,11,3,0,27,5813,4954,1299,213,12281
314031391,0,4,0,0,4,638,738,150,23,1545
314031392,3,0,4,0,13,1460,1054,215,55,2789
314031393,3,8,0,0,7,1040,759,143,35,1976
314031394,16,34,5,0,56,11918,4714,1111,237,17982
315011395,0,0,0,0,0,110,73,11,8,199
315011396,9,12,0,8,25,2136,707,182,147,3174
315011397,13,5,3,0,18,445,104,30,27,602
315011398,0,0,0,0,0,285,87,13,33,417
315011399,3,0,0,0,3,548,208,40,36,834
315011400,17,11,0,7,38,1347,457,86,63,1950
315011401,3,0,0,0,3,1049,374,101,83,1607
315011402,0,0,0,0,0,600,330,61,42,1032
315011403,0,0,0,0,0,1353,391,164,49,1962
315021404,9,3,0,0,16,1444,377,142,75,2036
315021405,20,24,0,3,50,6347,1756,462,216,8778
315021406,17,8,0,4,26,3655,468,465,138,4733
315021407,37,11,4,8,50,2111,533,188,94,2927
315031408,33,24,0,0,60,1649,578,76,60,2359
315031409,6,7,0,12,24,1258,451,113,66,1894
315031410,9,9,0,0,17,1017,207,51,46,1310
315031411,17,3,0,0,22,960,269,63,41,1334
315031412,9,9,0,0,15,1365,453,79,43,1933
316011413,15,27,0,3,50,7247,3548,622,184,11604
316011414,6,17,0,0,17,2102,2193,391,77,4761
316011415,0,5,0,0,7,911,850,159,17,1942
316011416,0,5,0,0,7,3124,2014,341,96,5573
316021417,3,9,0,3,14,880,1114,140,36,2172
316021418,0,13,0,0,14,1313,1529,402,44,3296
316021419,3,22,4,0,28,2864,2961,777,103,6699
316021421,5,11,0,0,17,807,926,215,29,1974
316021422,4,14,0,0,21,925,945,182,35,2084
316021423,6,6,0,3,22,3193,1572,300,80,5151
316021424,4,8,0,9,15,5297,4062,850,159,10373
316021580,3,4,0,0,10,2697,1289,229,55,4273
316021581,5,16,0,0,26,2318,1314,254,70,3947
316031425,0,15,0,0,15,1684,1911,407,63,4063
316031426,3,15,0,0,26,1701,1404,334,69,3511
316031427,14,38,11,4,64,10725,7537,2146,326,20730
316031428,6,16,3,0,30,2542,2215,712,115,5585
316051434,8,23,3,0,36,1691,2027,740,72,4537
316051435,13,43,5,0,65,3865,3435,810,145,8250
316051437,0,16,4,0,19,721,782,157,29,1696
316051438,6,16,5,0,24,1092,1027,254,58,2426
316051543,0,8,0,0,16,429,467,128,23,1042
316051544,3,10,0,0,7,759,860,126,25,1775
316061439,10,9,3,6,23,1711,1280,280,60,3333
316061440,12,29,0,6,53,1141,1371,330,74,2925
316061441,4,7,0,0,16,705,738,107,16,1570
316061442,0,5,0,0,10,1433,1116,231,48,2828
316061443,17,10,0,0,28,579,545,153,29,1309
316061444,3,31,3,0,39,1618,1258,314,57,3254
316071545,3,13,0,0,12,834,746,114,26,1727
316071546,6,4,0,0,11,403,357,79,20,850
316071547,14,29,4,5,59,4209,2018,449,113,6789
316071548,10,26,3,7,49,5650,4562,857,207,11275
316081549,17,53,7,3,78,2648,2619,471,134,5872
317011445,9,8,0,0,11,570,342,32,19,961
317011446,5,27,0,7,33,2502,2015,182,56,4752
317011447,3,18,0,6,20,3937,1644,265,97,5945
317011448,5,16,0,0,21,2817,1621,337,112,4888
317011449,4,7,0,0,10,303,284,26,4,612
317011450,7,13,0,0,24,1790,1252,107,26,3169
317011451,16,25,3,6,51,2113,837,167,82,3192
317011452,3,8,0,0,11,606,555,75,9,1246
317011453,8,21,0,5,23,1415,1415,124,46,3005
317011454,0,7,4,0,13,1752,897,113,35,2796
317011455,3,14,0,0,15,679,611,65,19,1371
317011456,24,45,6,10,92,12364,7439,1116,275,21189
317011457,9,27,0,0,43,3559,2376,298,90,6320
317011458,14,19,0,0,40,4979,1504,241,98,6829
317011459,11,25,0,3,40,4586,2360,360,109,7409
318011460,19,23,0,5,47,2415,1513,179,87,4194
318011461,38,23,9,7,79,2358,629,78,76,3139
318011462,7,12,0,5,21,1837,1025,138,90,3082
318011463,13,10,0,3,23,1452,293,78,46,1875
318011464,18,16,4,6,44,1713,1097,107,74,2996
318011465,39,27,8,10,71,982,307,45,53,1383
318011466,0,0,0,0,0,223,116,26,25,388
318021467,8,11,0,0,15,2344,1960,216,56,4570
318021468,3,8,0,4,13,4041,1088,220,113,5468
318021469,3,7,0,0,8,659,348,49,16,1075
318021470,0,0,0,0,3,665,296,30,18,1007
318021471,7,3,0,0,10,1197,987,108,30,2323
318021472,5,3,0,0,9,700,579,39,12,1338
318021474,0,5,0,3,13,4656,2477,560,87,7774
318021475,11,29,0,0,43,9163,2924,463,189,12737
318021476,5,17,0,0,21,2000,1250,144,65,3459
318021477,0,3,0,0,3,302,255,30,12,597
318021478,3,6,0,0,8,898,612,47,26,1577
318021479,5,6,0,0,16,2389,1750,203,64,4407
318021480,6,0,0,0,0,353,307,31,12,702
318021481,0,10,0,0,12,1071,809,79,24,1982
318021482,3,3,0,0,4,2188,2066,220,73,4544
318021483,0,4,0,0,5,327,369,27,17,740
318021484,6,21,0,0,25,5245,1096,225,115,6674
318021485,0,12,0,0,11,857,560,65,12,1493
318021486,3,8,0,0,12,564,294,31,15,903
318021487,0,6,0,0,3,836,927,66,33,1859
318021488,8,9,0,0,13,2198,950,149,50,3352
318021489,4,9,0,0,16,525,225,30,17,798
318021490,14,23,3,0,35,7300,3102,526,178,11102
318021491,3,3,0,0,7,2353,434,149,50,2980
318021582,0,0,0,0,4,952,948,105,27,2036
318021583,0,3,0,0,3,607,631,53,13,1300
319011492,0,10,0,0,11,423,405,34,18,883
319011493,14,22,0,0,48,1744,1275,107,71,3202
319011494,9,6,0,0,15,1026,713,75,48,1859
319011495,14,33,0,10,51,6102,3886,549,191,10726
319011496,3,4,0,0,13,1960,931,86,49,3029
319011497,11,12,0,4,19,1416,756,83,70,2324
319011498,14,16,0,3,30,1031,601,42,37,1701
319011499,17,23,3,4,46,2204,1137,123,129,3590
319011500,0,0,0,0,5,1016,976,104,42,2138
319011501,3,17,0,4,23,2109,1026,125,71,3330
319011502,0,13,0,0,19,976,680,72,30,1764
319021503,43,30,0,7,84,1687,812,87,84,2675
319021504,18,14,5,0,37,699,530,71,37,1334
319021505,4,14,5,5,26,3104,2137,289,139,5672
319021506,34,34,3,8,79,1676,938,100,86,2802
319021507,27,24,0,4,60,764,298,39,32,1135
319021508,17,22,0,8,57,994,467,79,65,1601
319021509,16,17,0,5,39,1417,767,112,58,2352
319021510,0,0,0,0,0,4,0,0,0,4
319031511,3,3,0,5,14,717,684,56,44,1501
319031512,14,28,5,10,53,5645,4179,490,234,10550
319031513,0,4,0,0,5,627,636,78,33,1370
319031514,32,41,5,0,86,2059,1393,151,101,3705
319031515,13,11,5,0,23,558,259,29,20,870
319041516,7,3,0,0,8,414,296,27,10,750
319041517,3,0,0,0,3,728,327,37,25,1120
319041518,3,22,0,13,37,5515,4369,504,201,10589
319041519,0,0,0,0,3,188,223,28,15,451
319041520,0,11,0,0,15,1589,1414,158,93,3265
319041521,4,12,0,5,23,1902,1501,154,70,3625
319051522,6,15,0,6,23,730,531,58,34,1351
319051523,0,0,0,0,0,164,118,14,5,305
319051524,20,31,0,7,56,5661,3536,518,198,9904
319051525,24,11,0,0,45,855,401,48,37,1341
319051526,0,0,0,0,7,482,257,23,13,778
397979799,0,0,0,0,0,132,19,24,10,183
399999499,183,594,181,83,1047,59888,42670,10806,2766,116135
401011001,97,216,23,34,366,78738,34479,5374,1269,119861
401011002,16,56,4,8,79,4827,4899,701,114,10546
401021003,14,18,0,0,30,725,722,70,36,1551
401021004,21,36,3,4,63,2005,2361,211,52,4627
401021005,0,17,3,0,25,827,975,97,28,1935
401021006,9,32,0,0,43,2248,1569,146,62,4024
401021007,14,35,0,3,51,4315,4029,359,132,8835
401021008,10,28,0,0,37,655,513,46,28,1244
401021009,0,3,0,0,6,307,333,17,10,667
401021010,4,13,0,4,22,627,497,52,14,1193
401031011,8,53,0,0,64,1930,1801,135,36,3904
401031012,8,34,0,0,42,1374,1326,93,36,2838
401031013,20,78,3,3,100,6823,4631,504,116,12079
401041014,0,12,0,0,12,475,393,23,12,903
401041015,3,33,0,4,38,2772,2890,203,75,5941
401041016,7,23,6,0,36,1884,1811,140,37,3872
401051017,22,54,3,4,88,7694,5023,392,144,13251
401051018,10,28,5,0,38,3430,2560,207,79,6275
401051019,6,31,7,0,48,3564,2831,231,89,6717
401061020,3,10,0,0,16,901,730,59,18,1705
401061021,7,17,0,0,28,2325,2131,162,67,4686
401061022,11,12,5,0,26,1080,1141,95,20,2335
401071023,11,38,0,5,48,4896,3296,310,94,8585
401071024,14,46,7,0,71,7031,5413,488,135,13065
402011025,3,15,0,0,21,1661,699,90,43,2491
402011026,9,20,0,3,30,3046,3425,339,97,6906
402011027,0,11,4,0,17,852,538,47,34,1470
402021028,4,0,0,0,3,979,1118,101,37,2237
402021029,0,3,0,0,4,2482,1136,156,64,3840
402021030,3,10,0,0,13,5854,4683,696,176,11408
402021031,3,8,0,0,9,534,639,64,34,1270
402021032,3,5,0,6,14,1394,1322,115,52,2889
402021033,0,3,0,0,8,175,176,13,6,372
402021034,3,5,0,0,14,1092,1626,142,44,2899
402021035,6,14,3,0,23,2491,1214,102,87,3902
402031036,22,20,0,4,50,10392,4806,482,242,15915
402031038,5,24,3,0,27,2868,2316,189,52,5428
402031175,0,8,0,0,11,2016,1479,208,57,3762
402031176,0,5,0,0,8,952,998,77,34,2060
402041039,0,0,0,0,0,311,137,14,8,475
402041040,0,11,0,5,15,1080,1405,104,42,2633
402041041,0,15,0,0,12,1941,1081,112,45,3175
402041042,0,0,0,0,4,490,428,51,8,981
402041043,7,8,0,0,12,1015,869,71,36,1993
402041044,0,7,0,0,6,675,885,80,29,1669
402041046,6,22,0,0,31,5237,3633,371,159,9404
402041047,3,9,0,0,20,1826,1298,95,43,3266
402041048,0,21,5,7,31,11642,2591,447,236,14919
402041171,0,18,0,0,19,4879,2247,226,100,7452
402041172,15,13,6,0,31,5315,1916,229,110,7565
402051049,0,8,0,0,13,2047,1937,184,57,4227
402051050,0,4,0,0,4,273,303,19,8,601
402051051,0,3,0,0,5,460,543,26,9,1041
402051052,6,25,4,6,35,5414,5302,517,160,11390
402051053,4,3,0,0,8,968,990,80,23,2067
402051054,3,15,0,0,20,797,982,63,23,1863
402051055,3,9,5,0,19,1622,1569,136,50,3374
403011056,0,21,0,5,27,2214,2797,219,70,5303
403011057,20,41,0,0,65,3819,3916,316,92,8147
403021058,11,20,0,0,28,3606,2184,206,85,6076
403021059,0,0,0,0,5,682,929,57,18,1682
403021060,3,4,0,0,9,504,474,25,11,1011
403021061,6,17,3,0,26,4678,2391,312,84,7472
403021062,9,11,0,4,19,1633,1386,126,34,3182
403021063,0,0,0,0,0,457,478,34,10,979
403021064,0,13,0,4,20,2240,3854,278,88,6454
403031065,4,17,0,0,20,463,568,49,0,1090
403031066,3,21,3,5,32,5483,4490,751,93,10814
403031067,3,24,0,0,33,1042,1413,88,20,2556
403031068,10,24,0,0,36,3500,2646,205,89,6442
403031069,10,47,4,0,63,2611,2446,197,55,5305
403031070,0,15,3,0,20,2006,1403,138,56,3602
403041071,0,11,0,0,10,696,1107,76,24,1911
403041072,4,10,0,0,11,1140,1293,92,47,2573
403041073,0,11,0,0,13,2890,2967,333,72,6258
403041074,3,6,0,0,12,1407,1661,141,32,3240
403041075,6,9,4,0,14,258,198,24,9,488
403041076,0,3,0,0,7,189,230,19,4,439
403041077,0,12,0,0,15,567,656,64,13,1302
403041078,4,6,4,3,11,549,551,44,18,1162
403041079,0,0,0,0,0,180,257,16,4,460
403041080,0,9,0,0,13,677,877,60,14,1631
403041081,0,0,0,0,0,71,3,0,0,73
403041082,5,15,0,0,24,5227,1349,163,93,6835
403041083,9,34,4,3,50,1913,1640,164,57,3778
403041084,5,13,0,0,14,1353,1499,107,30,2988
403041085,0,6,0,0,10,728,932,72,29,1764
403041086,0,4,0,0,12,1274,1223,108,36,2647
403041088,5,12,4,5,24,635,659,59,24,1375
403041089,0,0,0,0,7,504,701,57,15,1270
403041177,0,7,0,5,16,1736,1643,142,37,3554
403041178,0,0,0,0,5,370,405,34,14,827
404011090,12,20,0,0,31,4129,2075,335,75,6609
404011091,9,19,0,0,31,2243,1808,147,65,4264
404011092,11,14,3,0,27,1539,1807,152,40,3537
404011093,22,27,3,5,60,7227,4284,402,171,12079
404011094,13,16,0,0,32,2283,989,91,51,3417
404011095,0,11,0,0,15,1146,1116,89,51,2404
404011096,4,26,0,0,37,1394,2160,142,43,3742
404011097,9,14,0,0,21,4623,3250,279,110,8259
404021098,0,0,0,0,0,104,12,3,0,114
404021099,0,12,0,0,19,1623,1420,160,40,3243
404021100,4,9,3,0,14,4140,1140,195,62,5533
404021101,14,37,0,5,57,7704,3250,434,176,11565
404021102,27,42,3,0,78,16433,4222,650,316,21616
404021103,0,0,0,0,0,93,13,11,0,111
404031104,0,5,0,0,6,3756,2237,451,109,6553
404031105,3,0,0,0,8,196,289,20,7,516
404031106,9,11,0,0,23,3036,1432,181,71,4719
404031107,23,48,4,0,74,9686,4980,603,174,15444
404031108,27,56,5,5,92,13784,6450,739,272,21246
404031109,0,12,0,0,13,544,581,59,14,1193
405011110,19,25,6,5,50,1736,985,112,43,2873
405011111,12,31,8,4,52,1769,1170,151,57,3142
405011112,5,7,0,0,17,800,568,82,27,1473
405011113,3,16,3,0,24,556,409,32,22,1017
405011114,6,22,8,0,31,2365,1537,164,57,4125
405011115,4,10,0,3,12,1416,1084,119,49,2671
405021116,4,14,0,0,20,1234,1053,119,51,2453
405021117,25,32,0,0,56,1043,682,54,31,1808
405021118,11,22,5,3,42,800,492,58,31,1386
405021119,17,24,7,4,47,2007,1191,153,72,3418
405031120,23,18,0,0,48,969,645,46,34,1695
405031121,18,18,0,5,40,913,555,67,29,1569
405031122,0,10,3,4,27,3317,2267,246,115,5943
405031123,0,4,0,0,9,457,318,33,16,820
405041124,6,5,0,5,16,1334,1012,99,58,2499
405041125,3,5,4,0,10,462,478,45,14,999
405041126,0,7,0,3,10,449,537,73,22,1073
405041127,29,32,3,0,61,1440,1019,114,48,2625
405041128,10,13,3,0,26,569,470,77,29,1143
406011129,0,7,0,5,11,776,430,59,32,1300
406011130,18,27,4,4,60,1378,817,84,52,2325
406011131,12,8,3,0,27,1151,639,110,48,1958
406011132,10,9,0,0,17,607,335,39,21,995
406011133,15,16,7,4,43,3663,2986,414,155,7213
406011134,15,15,0,0,37,807,517,64,56,1448
406011135,0,0,0,0,0,121,19,19,12,170
406011136,10,9,0,4,26,3520,2624,347,132,6612
406011137,0,0,0,0,0,1575,109,62,34,1772
406021138,0,9,0,0,10,343,177,27,46,587
406021139,0,3,0,0,12,366,168,38,26,594
406021140,4,8,0,0,11,631,234,44,17,936
406021141,11,4,0,3,16,2455,337,402,79,3279
406021142,8,11,4,6,27,3402,1903,299,114,5711
406021143,5,0,0,0,6,4856,607,611,139,6211
407011144,6,31,3,4,50,1278,1558,153,59,3051
407011145,17,33,0,0,47,1098,916,128,43,2182
407011146,4,20,0,3,28,990,974,102,30,2091
407011147,21,37,0,4,66,1160,863,67,35,2124
407011148,4,27,0,12,50,2133,2601,250,93,5083
407011149,14,29,8,0,49,827,881,91,35,1831
407021150,23,30,0,0,50,1226,566,84,54,1926
407021151,8,15,6,0,34,811,610,104,36,1570
407021152,3,13,0,0,16,938,812,74,44,1867
407021154,5,21,3,0,38,1453,1046,114,54,2671
407021155,14,30,0,0,44,907,435,50,37,1431
407021156,22,16,0,7,49,998,474,67,31,1567
407021157,36,26,0,0,62,2369,1074,153,72,3666
407021158,12,11,3,0,26,760,397,103,30,1288
407021173,3,21,3,4,34,2914,2319,224,102,5561
407021174,14,26,5,0,47,4989,2898,351,141,8380
407031159,8,31,5,0,43,1129,709,73,50,1960
407031160,5,9,0,0,14,1677,1019,124,52,2880
407031161,6,7,0,4,25,947,433,46,25,1448
407031162,0,12,0,9,20,1187,840,82,59,2167
407031163,10,8,0,0,19,583,194,31,16,827
407031164,10,15,4,6,32,958,716,82,48,1809
407031165,4,29,0,3,35,3716,2851,327,129,7017
407031166,8,17,0,3,27,1480,542,68,50,2141
407031167,0,12,0,5,15,1047,937,93,67,2137
407031168,8,24,5,0,39,1215,501,66,38,1821
407031169,30,24,3,6,66,1329,739,67,60,2194
407031170,12,20,0,0,31,1255,812,88,56,2209
497979799,0,0,0,0,0,18,3,8,0,30
499999499,70,277,53,25,434,19384,17042,2358,845,39629
501011001,21,22,3,3,58,1114,941,128,37,2224
501011003,16,33,3,0,56,2566,2183,258,100,5109
501011004,0,20,0,0,19,1943,2019,238,62,4258
501011293,7,19,4,0,41,2888,2450,260,69,5664
501011294,8,25,0,6,41,2315,2477,276,76,5145
501021005,3,8,3,0,20,1573,1455,143,46,3224
501021007,6,9,0,0,15,778,497,69,30,1371
501021008,3,5,0,0,8,1751,1575,293,55,3678
501021009,16,8,0,3,29,3171,1204,289,115,4774
501021010,11,18,4,3,30,1103,415,63,27,1603
501021011,0,15,3,0,19,3209,863,151,70,4295
501021012,0,10,6,0,13,796,1272,101,31,2202
501021014,13,33,5,0,53,3331,1184,182,79,4786
501021015,3,10,0,4,16,3267,1390,238,80,4974
501021016,9,12,0,6,31,1604,540,129,57,2327
501021251,0,3,0,0,4,557,626,46,22,1257
501021252,0,4,0,0,3,400,208,26,10,642
501021253,10,43,0,0,61,6092,4616,516,159,11380
501021254,0,0,0,0,0,227,244,21,10,498
501031017,41,30,3,0,76,1726,918,149,72,2866
501031018,19,25,4,0,46,978,757,79,39,1851
501031019,7,22,0,0,35,1569,998,141,57,2772
501031020,25,24,3,3,62,1062,790,103,34,1990
502011021,0,5,0,0,5,301,356,25,9,696
502011022,6,8,0,0,12,620,1025,72,37,1753
502011023,7,17,4,3,28,2327,2111,234,74,4752
502011024,8,7,0,4,22,1115,1678,154,63,3008
502011025,8,38,0,6,50,4772,4757,387,174,10080
502011026,3,8,0,0,13,325,341,23,7,698
502011027,0,4,0,0,11,1298,1609,108,57,3067
502011028,0,12,0,0,13,603,610,59,22,1288
502011029,11,25,0,5,32,3111,1471,233,82,4894
503011030,6,37,0,0,41,591,770,35,23,1422
503011031,17,61,5,5,83,2736,3197,205,70,6200
503011032,11,29,4,4,45,1282,1467,81,42,2871
503011033,8,17,0,0,25,748,1106,56,29,1937
503011034,3,35,0,0,39,1789,1828,125,50,3798
503011035,32,143,7,5,196,13987,9860,1363,284,25487
503011036,7,24,4,0,37,2790,1779,217,59,4847
503021037,3,0,0,0,4,383,217,21,7,627
503021038,12,23,3,0,35,5914,3070,320,112,9413
503021039,7,31,0,0,36,3050,3384,219,97,6758
503021040,9,20,4,0,32,1601,1602,103,57,3359
503021042,45,96,5,4,153,13009,7796,793,288,21876
503021043,16,50,3,0,74,5549,4622,447,112,10729
503021295,13,37,0,8,55,13067,3895,879,234,18079
503021296,20,33,6,0,59,6271,3302,375,127,10067
503021297,97,173,20,37,329,97545,28280,6281,1693,133799
504011044,3,19,5,0,25,4241,1922,157,99,6420
