POW_SA2_CODE_2021,P_OthSvs_H_0,P_OthSvs_H_1_19,P_OthSvs_H_20_29,P_OthSvs_H_30_34,P_OthSvs_H_35_39,P_OthSvs_H_40_44,P_OthSvs_H_45_49,P_OthSvs_H_50ov,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_19,P_IDNS_H_20_29,P_IDNS_H_30_34,P_IDNS_H_35_39,P_IDNS_H_40_44,P_IDNS_H_45_49,P_IDNS_H_50ov,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_19,P_Tot_H_20_29,P_Tot_H_30_34,P_Tot_H_35_39,P_Tot_H_40_44,P_Tot_H_45_49,P_Tot_H_50ov,P_Tot_H_NS,P_Tot_H_Tot
503011036,4,30,28,28,77,38,7,12,0,223,5,25,12,9,14,21,0,17,30,120,217,883,546,354,914,1025,304,551,59,4847
503021037,0,0,7,4,9,3,0,10,0,27,3,0,7,0,10,9,0,8,0,36,21,83,82,54,104,114,43,118,7,627
503021038,8,64,50,35,73,48,19,23,3,324,6,38,33,19,48,62,16,25,61,310,320,1281,1090,696,2149,2145,604,1006,112,9413
503021039,4,62,53,50,53,46,8,23,0,309,9,33,18,9,23,30,6,19,40,179,219,1503,1192,686,1116,1000,294,643,97,6758
503021040,10,60,58,35,54,42,12,29,0,301,3,23,17,14,14,27,9,5,29,151,103,737,559,302,524,561,168,348,57,3359
503021042,39,188,181,135,249,263,52,110,14,1234,27,105,82,56,134,185,43,99,134,866,793,3208,2736,1849,4119,4675,1374,2837,288,21876
503021043,13,46,34,30,50,41,13,26,3,247,13,46,49,21,47,71,18,27,46,343,447,1665,1850,1109,2042,1941,518,1042,112,10729
503021295,8,41,43,33,100,63,31,31,7,349,21,58,52,38,82,117,31,62,110,568,879,1274,1510,1105,4451,4566,1412,2639,234,18079
503021296,21,85,87,51,210,151,37,75,9,733,15,54,54,33,79,72,19,46,56,429,375,1282,1230,792,2016,2430,594,1225,127,10067
503021297,116,248,278,163,528,451,149,251,21,2210,177,399,399,240,822,1270,316,604,891,5125,6281,9224,11059,7995,30363,37207,10469,19500,1693,133799
504011044,10,37,23,15,61,83,25,37,0,287,14,54,33,36,102,109,22,59,52,471,157,771,689,464,1399,1365,528,946,99,6420
504011045,24,82,79,51,120,165,53,116,8,695,26,87,66,40,140,151,42,91,64,704,269,1201,991,659,1665,1849,670,1318,133,8752
504011046,5,27,24,18,21,20,17,11,3,138,0,22,15,9,25,17,5,11,23,120,106,573,448,245,487,559,184,270,49,2919
504011047,14,104,75,38,105,100,27,43,9,523,0,72,41,23,38,62,7,31,69,354,233,1852,1267,706,1464,1163,344,695,143,7876
504011048,6,13,15,3,6,5,0,5,0,59,0,5,9,0,0,6,0,7,14,44,44,327,213,133,166,164,46,82,22,1195
504021049,0,6,0,0,0,0,0,6,0,10,0,6,3,4,4,14,5,9,9,46,67,92,81,46,202,369,99,178,18,1152
504021050,0,16,4,3,4,8,0,8,0,38,4,6,3,3,5,5,0,8,4,44,23,272,175,119,125,154,54,123,15,1062
504021051,0,7,3,0,4,0,4,8,3,25,0,3,5,0,5,5,0,0,10,27,17,128,103,64,74,63,27,83,14,560
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,12
504021053,7,47,28,12,27,25,5,21,0,173,8,25,16,4,18,21,9,18,18,128,117,771,531,292,487,446,150,328,41,3167
504021054,8,32,34,13,54,54,24,45,0,268,5,35,22,12,57,45,20,31,40,260,147,644,433,289,661,741,291,623,64,3897
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,10
504031056,6,49,17,14,15,12,5,22,0,139,0,22,13,6,15,19,3,20,22,125,76,543,415,259,391,414,122,273,43,2525
504031057,0,27,19,7,9,14,0,8,0,101,0,20,11,7,29,17,9,10,23,122,115,689,435,260,430,426,110,237,54,2750
504031058,0,17,5,0,7,13,6,6,0,57,7,14,4,5,16,20,3,12,15,96,83,270,218,143,517,486,172,318,42,2248
504031060,0,3,0,3,5,4,6,0,0,25,0,5,0,0,0,0,0,0,4,16,8,106,62,52,41,85,24,66,7,453
504031061,3,13,11,12,51,35,34,69,0,224,5,25,20,13,50,61,37,63,58,339,286,348,389,264,1231,1887,876,2370,111,7762
504031062,0,16,11,9,8,7,0,7,0,60,5,10,9,8,5,14,3,3,17,73,65,384,284,163,318,298,100,156,32,1797
504031063,24,93,107,67,267,309,94,183,14,1153,44,162,152,117,429,458,92,204,157,1820,410,1524,1492,939,3928,4625,1344,2598,293,17146
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,6,6,0,22
504031065,6,31,29,24,73,21,5,11,0,200,0,25,12,3,6,17,5,16,12,92,93,363,337,193,513,475,179,351,25,2531
504031066,15,77,85,51,137,138,48,72,10,640,20,91,53,36,94,87,18,79,133,614,732,2782,2453,1511,3774,2940,870,1522,285,16867
504031067,0,9,0,0,3,0,0,5,0,28,0,3,0,0,3,3,0,7,3,19,21,108,69,58,83,71,27,61,13,524
504031068,3,19,18,11,6,10,5,15,0,79,0,13,11,12,4,21,9,7,5,83,58,296,190,135,184,260,111,244,23,1506
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,0,22,20,8,15,17,3,11,0,91,0,3,11,5,11,10,0,4,24,67,65,414,272,167,248,253,75,192,37,1716
504031299,3,15,5,0,0,3,0,7,0,42,0,4,9,0,5,6,0,6,7,41,32,318,166,83,132,180,64,162,16,1157
504031300,4,49,37,28,42,54,12,23,4,256,7,16,11,8,21,19,6,10,36,137,167,1194,738,419,724,575,188,368,73,4434
505011070,7,17,15,15,13,7,8,11,4,93,4,17,13,7,9,9,4,8,7,74,106,628,360,226,377,312,90,157,19,2270
505011071,0,38,27,4,13,13,8,9,0,117,0,15,12,5,13,9,0,9,20,80,79,706,442,247,368,336,103,185,47,2519
505011072,7,47,30,13,19,13,5,11,0,149,7,21,18,10,11,21,3,18,18,118,131,862,642,333,423,507,149,321,40,3414
505011073,7,49,35,18,39,34,10,15,0,217,3,20,16,0,16,22,4,16,17,120,139,1123,697,307,584,577,169,331,50,3971
505011074,6,26,10,12,11,12,3,5,8,86,0,11,6,8,8,0,0,13,5,46,45,253,180,126,143,181,36,131,17,1113
505011075,10,52,44,18,39,28,8,8,0,213,7,35,18,11,9,17,6,18,23,145,171,1537,896,396,677,617,151,350,57,4849
505011076,0,9,10,14,0,3,5,3,0,44,0,4,4,6,4,5,0,9,9,41,18,180,138,78,90,153,39,114,13,821
505011077,29,154,137,99,230,186,57,85,9,979,16,78,58,42,99,98,29,39,126,580,834,3956,3294,2129,4678,3392,841,1351,261,20738
505011078,0,23,13,5,11,16,6,7,0,83,0,12,7,0,12,12,4,6,17,67,91,509,441,280,358,266,85,185,47,2276
505011079,4,20,16,7,9,18,7,6,0,89,0,16,3,3,0,11,0,6,4,50,38,397,200,109,155,217,66,126,10,1317
505011080,0,14,14,6,9,3,0,4,0,59,0,15,12,3,7,7,0,3,6,65,37,359,260,147,204,253,66,214,19,1562
505011081,0,22,22,18,16,18,5,10,0,106,0,11,6,0,8,3,0,0,4,48,52,312,264,175,310,295,89,168,20,1695
505011082,0,26,14,9,9,8,0,6,0,76,0,20,10,4,7,6,0,5,10,75,46,355,243,139,171,274,78,159,25,1493
505011083,9,27,23,7,15,9,9,6,0,100,0,7,8,0,8,8,0,5,12,50,55,423,293,149,228,194,81,150,25,1599
505021084,18,76,69,30,172,144,37,72,3,627,21,76,83,39,148,200,36,67,102,772,419,1350,1283,810,2879,3143,902,1745,193,12733
505021085,3,14,12,3,10,9,3,5,3,61,3,14,4,9,15,8,0,0,23,78,70,398,323,240,364,302,106,206,51,2059
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,10
505021088,5,43,37,23,38,28,10,16,6,198,5,32,24,10,17,20,9,12,25,154,168,1380,756,379,614,552,156,286,52,4343
505021089,6,50,52,21,43,25,10,12,0,208,5,37,26,15,23,36,9,21,37,203,238,1635,1175,585,1028,907,345,657,94,6659
505021090,0,35,16,8,13,23,11,4,0,115,0,22,14,0,5,5,6,5,22,78,49,420,328,166,289,289,75,167,41,1831
505021091,24,89,86,64,262,310,103,147,10,1102,35,168,137,76,366,399,112,188,167,1653,809,2239,2342,1675,6073,6091,1777,3171,353,24529
505021092,4,36,37,29,38,25,6,5,0,179,7,18,18,4,11,21,6,15,19,117,96,731,554,325,449,446,129,261,44,3037
505021093,6,49,39,24,73,51,23,30,0,295,8,44,33,20,76,53,14,37,54,347,272,919,853,653,1754,1611,405,832,105,7403
505021094,3,21,19,11,6,11,4,6,0,88,0,9,6,10,5,7,0,7,10,56,54,463,231,125,138,217,62,145,26,1457
505021095,3,22,15,6,6,12,9,7,0,76,0,11,8,6,19,11,4,3,10,72,61,378,252,164,296,270,79,188,22,1714
505021096,3,32,14,8,11,5,0,9,0,73,0,25,15,4,10,16,0,10,16,101,96,784,503,282,367,495,164,370,37,3110
505021097,3,32,25,16,20,15,9,12,0,140,3,15,17,7,15,13,5,4,29,104,116,702,587,392,604,445,138,281,64,3318
505021301,0,44,35,15,36,26,7,9,0,170,0,19,17,6,18,12,0,13,37,134,169,929,672,367,879,567,146,289,81,4101
505021302,0,30,23,12,23,12,9,19,0,122,0,19,11,5,3,9,0,3,20,73,47,389,294,153,274,235,85,170,29,1680
505031098,3,13,3,4,6,4,0,4,0,35,5,12,4,4,5,8,3,9,9,58,47,311,250,129,239,209,54,163,23,1424
505031099,3,35,26,8,18,22,4,11,3,135,7,15,14,8,8,20,9,16,29,140,142,965,643,387,582,555,163,327,79,3838
505031100,8,34,31,9,44,49,11,23,3,216,8,23,13,11,37,38,8,16,28,184,128,677,509,264,560,678,265,463,53,3606
505031101,13,62,54,24,53,39,7,25,0,273,3,14,15,12,16,22,6,16,29,129,139,933,620,331,600,519,124,259,50,3568
505031102,3,14,4,5,4,10,3,7,0,45,0,11,9,3,4,11,3,4,7,59,38,324,227,137,182,196,55,138,25,1316
505031104,0,10,5,4,0,4,0,6,0,30,0,3,3,0,4,3,0,6,3,29,33,171,199,137,159,105,37,99,17,965
505031105,6,44,26,4,13,14,7,5,4,129,0,26,17,11,18,19,5,14,26,136,121,784,560,314,427,565,154,336,66,3318
505031106,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,7,6,12,43,12,16,3,110
505031107,3,37,30,12,7,13,3,11,4,112,5,16,7,0,12,15,0,11,9,78,62,344,261,123,318,284,73,197,32,1686
505031255,5,23,8,10,13,6,0,3,0,65,3,9,12,4,8,5,0,5,13,55,62,340,261,153,276,288,99,186,30,1686
505031256,0,3,6,0,0,0,0,5,0,13,0,16,7,10,8,11,3,4,13,69,21,116,119,78,207,200,38,137,27,937
505031257,6,7,5,0,0,0,0,4,0,23,0,5,3,0,0,0,0,0,4,21,18,90,92,42,51,63,24,48,15,443
505031258,0,14,11,0,12,12,9,7,0,71,0,9,3,0,9,3,4,6,11,55,73,329,286,152,221,234,80,170,29,1569
505031303,4,25,19,5,16,19,4,9,0,92,11,32,16,10,38,54,19,38,24,239,76,447,326,199,451,613,174,449,45,2770
505031304,4,33,22,7,13,9,0,0,0,81,0,6,0,3,6,9,0,0,10,42,40,235,187,80,167,163,62,113,20,1070
505031305,35,127,95,62,261,355,108,195,17,1254,38,150,125,89,418,430,104,218,132,1693,533,2008,1870,1136,4302,4828,1529,3255,265,19722
505031306,6,33,28,22,25,24,10,9,3,161,4,28,14,6,13,19,11,10,23,130,169,935,655,426,860,612,156,314,60,4193
506011110,9,50,44,26,48,29,20,18,3,246,5,29,26,17,41,33,11,21,50,230,283,1391,937,596,1358,970,322,496,104,6464
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,7,3,9,3,0,0,3,0,35,0,0,0,4,0,5,0,0,5,24,29,120,122,83,145,142,55,68,13,781
506011114,4,41,32,25,53,55,11,34,0,254,5,28,17,10,29,46,9,25,34,203,120,676,490,324,668,640,209,425,66,3623
506011115,4,11,9,6,14,13,4,11,0,57,0,13,3,7,11,14,0,7,35,101,178,311,384,399,461,513,88,208,55,2592
506011116,0,21,16,8,7,12,0,6,0,54,0,15,3,0,8,12,3,3,9,49,33,258,187,106,124,160,40,123,15,1051
506011117,5,9,7,4,0,0,0,5,0,29,0,0,7,3,3,3,0,0,7,23,38,232,171,118,144,128,51,75,20,972
506011307,0,15,13,8,10,6,0,0,0,56,0,14,3,0,16,10,3,8,11,71,64,464,302,171,312,278,98,171,23,1876
506011308,6,33,29,14,22,42,16,36,0,198,4,32,21,19,85,79,19,45,40,348,108,437,380,240,669,903,304,726,66,3832
506021118,28,66,90,49,124,155,44,82,7,642,23,77,66,53,185,236,50,104,95,890,637,1640,1461,904,2937,3475,1246,2356,220,14863
506021119,3,46,43,29,63,56,15,43,6,306,5,39,31,20,39,65,13,28,49,286,179,1245,1017,528,1143,1049,280,651,104,6200
506021120,10,19,8,6,64,77,30,61,4,279,16,40,34,24,133,201,53,82,72,654,273,395,431,316,1781,2209,755,1398,141,7690
506021121,11,16,7,6,22,41,8,64,3,182,13,43,35,24,66,86,12,51,112,438,989,1123,1307,947,3083,3311,1221,2796,287,15057
506021123,11,75,45,35,100,95,33,42,6,427,14,63,50,24,85,80,29,49,103,503,580,2530,1853,1206,2687,2961,804,1636,216,14480
506021309,3,29,13,12,43,16,3,11,3,134,0,20,14,8,10,13,3,12,30,109,99,880,556,259,548,457,115,198,57,3174
506021310,0,3,5,8,5,6,6,0,0,27,4,5,0,4,3,10,3,0,12,29,26,158,161,81,207,175,43,108,16,959
506021311,4,17,20,10,17,27,8,10,0,111,0,18,18,4,45,57,14,32,38,219,126,403,409,283,759,1162,293,570,68,4083
506031124,4,61,69,37,108,72,24,26,0,410,13,70,53,38,58,109,20,28,105,494,499,1860,1747,1149,3172,2771,732,1240,190,13362
506031125,6,30,20,11,16,24,0,11,3,126,0,13,7,7,6,18,4,7,18,83,59,479,296,171,218,197,50,154,38,1655
506031126,20,31,27,24,134,154,68,98,4,566,26,146,133,93,422,476,132,209,137,1778,416,1218,1254,810,4008,4207,1627,2744,262,16535
506031127,4,93,88,35,112,97,22,37,3,492,9,61,50,28,70,67,23,45,92,443,353,2249,1714,877,2325,1686,391,709,197,10488
506031128,4,18,20,14,11,5,0,3,0,83,0,16,12,3,5,17,0,3,19,81,61,525,393,236,279,256,71,143,34,1998
506031129,0,22,10,3,7,10,7,4,0,65,0,14,10,4,4,16,3,5,7,63,54,605,344,170,225,231,68,153,22,1871
506031130,28,74,56,26,280,381,139,238,12,1233,44,123,119,79,425,527,122,214,165,1808,624,1119,1165,795,4285,5512,1912,4118,323,19853
506031131,7,60,61,26,61,73,15,39,3,342,5,54,26,20,42,47,12,21,24,253,121,1264,748,414,695,790,233,501,64,4837
506041132,6,47,24,19,66,82,24,38,6,318,6,49,27,22,49,61,21,40,47,319,131,624,582,326,979,996,329,610,91,4665
506041133,3,38,24,21,34,36,9,13,3,180,4,32,32,11,37,37,9,16,27,200,191,754,584,293,824,985,250,419,71,4362
506041134,0,32,31,11,23,32,9,10,0,150,4,17,12,0,14,11,9,17,34,108,136,646,629,375,623,486,136,295,60,3393
506041135,3,41,25,17,25,20,4,19,0,150,0,8,11,12,18,9,3,9,14,87,69,507,400,192,376,322,105,208,39,2219
506041136,17,77,53,42,170,155,71,135,17,744,8,64,57,29,148,193,39,91,87,717,343,1159,1044,684,2053,2102,714,1590,169,9872
506041137,0,37,16,8,14,14,9,10,0,106,0,15,16,9,15,14,3,11,22,104,98,861,506,322,519,407,134,234,50,3134
506051138,6,46,45,25,76,71,32,57,5,371,10,41,32,29,110,108,21,74,62,486,231,880,683,453,1456,1852,758,1462,138,7918
506051139,0,23,20,4,22,17,4,13,0,105,0,15,14,6,18,27,8,20,21,127,56,447,345,191,362,391,168,379,49,2390
506051140,5,40,25,22,36,31,10,11,0,180,0,14,8,9,12,13,4,11,13,88,142,825,552,367,544,496,161,317,40,3434
506051141,0,25,14,10,16,18,4,17,0,103,3,18,6,8,16,15,11,13,24,121,108,552,375,233,421,433,158,318,46,2642
506061142,4,47,29,10,29,25,7,23,8,190,4,27,8,0,22,26,4,20,25,138,115,772,517,334,454,443,157,361,71,3230
506061143,0,15,10,8,9,9,7,4,0,69,8,19,17,12,34,18,6,20,18,152,85,267,209,152,365,441,189,345,37,2089
506061144,0,11,10,0,6,7,0,4,0,35,6,10,7,7,14,9,0,3,13,59,64,178,130,84,132,231,62,171,30,1080
506071145,0,29,23,7,20,22,6,10,0,116,0,23,8,10,10,28,5,12,15,116,118,674,570,327,589,568,181,386,44,3460
506071146,0,13,9,0,5,10,5,9,0,60,0,21,9,10,6,12,3,10,31,106,93,687,471,268,453,340,114,244,47,2713
506071147,8,61,43,23,54,39,6,26,0,265,10,42,40,19,48,60,10,32,55,308,331,1355,1171,695,1647,1565,452,932,103,8248
507011148,3,38,21,12,6,9,4,10,0,109,7,19,10,5,20,10,0,14,19,105,81,553,438,263,408,378,145,270,45,2580
507011150,16,40,44,33,103,132,57,106,0,520,32,80,60,57,234,312,89,164,83,1104,286,876,716,514,2181,2842,972,2071,159,10631
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,9,0,3,0,18
507011152,0,24,11,0,10,3,0,4,0,59,6,7,3,0,5,3,7,11,7,47,50,230,156,92,190,236,63,137,13,1170
507011153,3,12,11,0,3,6,0,0,4,35,0,4,6,3,0,10,0,0,5,37,33,186,160,92,106,123,26,61,12,793
507011154,8,22,26,11,30,29,6,19,0,146,4,25,11,8,16,23,8,14,15,122,64,435,347,199,325,343,121,215,36,2088
507011155,0,7,0,9,25,25,9,24,0,99,23,25,29,23,137,161,51,115,33,599,172,181,216,210,1119,2357,702,1658,84,6690
507011158,0,0,0,0,3,3,0,4,0,24,0,8,5,10,18,7,0,8,4,49,26,160,132,93,163,152,42,92,13,875
507011159,6,56,41,31,40,33,19,29,0,256,7,50,33,18,74,71,17,54,50,371,204,1061,789,469,1086,1194,367,718,85,5978
507011160,0,20,18,12,9,16,0,11,0,85,9,13,13,5,6,21,0,3,17,75,75,594,434,214,403,317,92,165,38,2345
507011161,8,45,29,28,29,22,4,8,5,174,3,21,18,11,23,11,6,6,23,119,157,1049,719,379,610,406,119,214,56,3705
507011163,3,21,12,10,14,23,7,12,0,105,0,14,10,9,16,18,7,12,15,95,36,223,168,102,218,274,92,200,18,1327
507011259,5,27,14,13,13,3,0,9,3,80,3,13,3,3,14,22,4,12,16,91,83,435,289,163,338,435,156,329,32,2271
507011260,9,29,22,15,53,61,23,57,3,255,4,46,41,29,126,138,36,76,77,575,350,844,743,523,2023,2365,696,1411,139,9089
507021164,3,29,24,18,25,31,3,14,0,149,0,15,9,10,11,10,3,9,11,84,70,494,317,218,345,362,94,231,30,2159
507021165,16,113,64,44,93,75,34,46,0,484,31,118,88,62,111,190,24,94,104,827,859,2973,2495,1638,3813,3658,1119,1989,249,18789
507021166,3,48,35,23,43,60,20,27,3,261,6,42,25,19,37,51,10,15,27,230,176,975,740,489,714,726,252,464,57,4589
507021167,8,23,20,17,44,67,16,30,3,225,8,47,57,25,75,91,31,42,27,405,153,570,514,286,949,1040,334,673,63,4586
507031169,3,15,14,3,10,5,4,4,0,58,0,7,0,0,10,10,4,10,16,62,58,334,234,140,239,244,74,163,32,1520
507031170,0,11,5,9,16,5,5,6,0,59,0,3,0,0,8,10,0,6,14,44,62,250,224,142,239,194,50,134,28,1319
507031172,0,0,0,0,0,9,0,0,0,12,5,7,4,6,24,29,15,22,8,119,68,122,82,79,221,349,144,336,28,1432
507031173,5,12,7,10,28,41,19,46,0,165,16,30,24,19,97,142,68,135,61,597,344,304,339,251,1676,2371,1235,2297,134,8958
507031174,4,24,20,5,11,3,3,3,0,76,0,14,8,0,13,7,0,4,16,67,106,534,386,194,427,303,80,150,37,2219
507031261,3,13,6,4,6,9,0,6,0,48,9,4,11,4,19,10,6,14,18,91,125,204,178,168,365,578,156,281,42,2088
507041175,0,42,31,12,30,27,10,18,0,174,12,37,21,3,21,30,14,22,38,197,204,987,646,314,613,1095,357,972,76,5265
507041176,0,3,10,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,13,25,119,112,74,96,86,44,69,8,639
507041177,6,41,39,15,46,28,12,17,4,211,4,26,12,7,15,30,0,20,27,145,125,883,568,321,667,666,234,363,55,3877
507041178,9,73,67,45,80,64,21,34,4,397,6,57,29,16,38,53,8,30,61,304,260,1778,1215,617,1309,1141,301,618,111,7348
507041179,0,22,22,8,12,13,0,7,0,82,0,7,6,4,11,11,5,7,23,66,61,540,365,217,333,297,89,191,38,2129
507041180,3,13,21,4,10,10,0,6,0,67,0,9,10,3,7,7,0,14,10,58,59,406,249,166,258,228,74,160,13,1609
507041181,12,92,58,41,107,101,28,51,10,500,11,54,35,19,38,76,21,20,36,302,199,1521,942,561,1210,1227,383,712,88,6840
507041182,17,48,46,49,92,114,22,25,7,413,9,41,35,27,51,70,11,48,94,387,949,1894,2117,1790,3556,3202,754,1376,190,15827
507041183,0,7,14,6,7,7,0,5,5,50,0,3,3,6,3,3,0,0,0,22,35,210,156,109,139,117,41,75,12,895
507041184,0,6,7,0,0,6,0,0,0,22,0,9,0,0,3,0,0,4,4,29,18,229,131,57,85,102,26,48,4,709
507051186,0,10,3,0,3,0,0,0,0,22,4,10,0,0,8,10,0,7,10,50,171,328,375,355,440,399,74,153,35,2322
507051187,3,34,33,10,31,43,16,25,0,203,6,25,14,15,23,40,7,11,27,169,108,657,479,294,514,480,155,294,57,3039
507051188,13,92,104,51,135,155,35,102,3,680,19,66,66,33,118,134,34,90,109,684,666,2119,1675,1024,3199,3557,1019,2396,241,15901
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,6,0,26
507051190,4,14,20,10,6,10,3,4,0,66,0,12,3,5,14,7,0,8,11,60,78,353,327,192,264,210,59,165,26,1673
507051191,6,34,24,20,16,16,5,7,0,119,7,16,3,0,9,17,0,12,22,90,110,680,418,211,347,366,119,219,45,2517
507051192,3,17,12,7,11,4,3,0,5,69,3,10,0,3,3,3,0,3,7,46,63,334,270,160,244,152,51,119,28,1420
507051193,8,28,21,3,4,14,3,6,0,82,3,8,5,6,3,9,0,8,11,55,88,594,401,236,301,228,58,145,33,2082
507051312,11,38,27,21,38,20,6,15,5,188,4,16,18,4,5,16,0,11,22,95,127,936,566,268,447,333,84,177,58,2994
507051313,5,44,21,16,16,7,4,3,0,116,6,8,11,11,8,15,0,10,14,83,85,416,369,251,389,409,155,302,40,2419
507051314,0,7,3,9,0,0,4,4,0,29,0,5,0,0,5,3,0,0,4,22,15,93,67,44,66,60,17,44,12,419
509011225,24,70,69,52,126,114,26,48,6,526,26,54,40,27,39,47,11,36,55,330,533,1976,1578,1140,2089,1767,589,962,153,10788
509011226,0,6,4,0,6,0,0,4,0,16,0,15,8,0,4,3,0,7,13,52,57,185,134,106,101,204,92,255,36,1186
509011227,0,4,0,0,3,3,3,0,0,19,0,3,6,0,0,0,0,0,5,18,23,128,82,49,112,76,28,66,12,568
509011228,0,11,6,9,12,14,3,6,0,63,0,14,14,3,9,6,0,10,14,82,111,444,341,184,238,293,98,277,51,2037
509011229,0,6,0,0,0,9,5,4,0,21,3,8,3,3,4,7,0,9,12,46,67,182,117,80,109,290,115,475,20,1459
509011230,3,9,4,8,14,23,0,14,0,89,6,12,3,10,9,19,0,4,18,89,101,283,223,161,380,416,122,307,46,2049
509011231,0,8,9,0,4,10,5,10,0,43,3,16,10,3,8,6,0,16,18,83,105,212,195,115,173,350,143,512,51,1848
509011232,0,3,0,0,0,11,0,5,0,17,3,10,3,0,3,3,0,4,9,37,65,131,90,46,111,190,54,104,11,816
509011233,0,17,10,12,14,36,15,25,3,135,4,11,7,7,11,32,5,18,26,129,138,350,296,223,490,628,242,463,59,2891
509011234,3,9,5,7,9,13,0,8,0,56,8,9,12,9,5,7,3,9,19,86,103,297,240,151,256,377,253,414,52,2143
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,3,17,6,0,0,3,8,6,0,46,3,7,15,3,7,3,10,9,15,84,73,228,190,99,225,248,133,321,39,1549
509021237,0,7,0,0,5,7,4,5,0,24,5,9,8,8,4,4,6,4,12,62,68,198,154,94,155,247,111,374,24,1416
509021238,0,4,7,7,3,10,7,9,0,55,3,4,3,4,3,6,0,15,12,57,66,228,185,125,151,322,114,464,30,1687
509021239,4,12,15,3,14,15,5,11,0,91,13,29,26,14,8,29,7,21,23,175,200,527,460,245,483,664,274,913,90,3855
509021240,5,7,6,3,18,19,7,15,0,85,5,6,4,0,11,8,0,20,15,81,104,297,207,142,291,429,165,589,46,2271
509021241,3,13,3,10,8,18,13,21,0,86,3,18,5,4,4,15,6,19,10,84,82,282,213,162,222,413,179,654,42,2244
509021242,5,0,0,4,5,3,8,16,0,44,9,10,9,0,6,6,5,17,15,61,150,155,137,71,154,226,171,1081,52,2202
509021243,5,27,16,8,30,53,15,21,0,189,8,26,12,12,32,44,16,35,41,226,215,611,533,404,961,1011,330,674,94,4828
509021244,3,5,8,0,0,14,0,8,0,32,6,16,3,0,5,10,6,5,8,52,29,186,116,61,103,128,36,176,20,871
509021245,0,4,3,4,7,8,10,4,0,38,0,9,7,4,15,7,0,11,22,69,87,260,200,126,174,241,85,330,45,1554
509031246,0,7,3,3,3,9,5,12,0,50,3,7,4,3,0,3,0,9,11,38,70,184,154,114,133,279,105,403,24,1464
509031247,0,3,10,0,5,21,4,8,0,51,5,5,6,0,5,15,3,13,16,67,138,255,217,128,181,427,194,902,49,2485
509031248,3,3,4,7,8,10,9,14,0,42,3,8,6,4,5,7,7,11,22,83,298,179,168,61,325,394,277,1252,82,3039
509031249,4,14,9,0,19,35,13,10,0,111,5,9,7,0,8,17,6,5,17,82,102,299,277,207,364,451,133,305,43,2182
509031250,3,10,3,3,4,11,5,9,0,55,3,10,7,9,11,12,7,13,11,70,106,229,206,131,181,311,142,525,32,1859
510011262,10,27,28,29,56,53,21,70,4,294,8,30,22,20,61,49,18,64,97,363,359,707,616,600,1629,1471,472,1332,177,7364
510011263,0,13,13,4,16,18,4,17,0,94,7,9,7,0,5,11,9,16,29,93,138,192,171,120,461,464,172,730,79,2523
510011264,0,7,0,0,9,0,0,5,0,25,6,0,0,0,6,4,4,6,30,56,83,73,77,61,170,164,62,371,48,1119
510011265,3,13,8,9,24,28,12,35,0,124,11,22,10,5,35,24,8,28,39,181,183,279,211,228,693,707,260,897,83,3529
510011266,0,0,0,0,4,0,0,0,0,11,0,0,0,0,3,0,0,0,9,12,23,46,47,51,100,96,64,188,15,632
510021267,5,10,3,0,4,0,10,67,0,94,19,36,7,4,19,35,4,61,109,283,1634,459,359,130,525,500,1027,9155,346,14131
510021268,7,16,6,6,12,20,11,34,0,109,3,5,0,3,7,15,13,30,15,89,436,214,186,104,300,369,312,1857,57,3840
510021269,10,10,4,5,30,25,22,100,3,213,29,24,17,7,29,33,15,111,66,332,688,308,262,175,610,831,573,3159,169,6787
510021270,4,20,12,9,22,17,4,16,4,110,7,19,6,6,7,15,0,24,29,123,210,355,248,190,547,557,185,632,83,3008
510031271,6,21,9,7,13,12,15,55,3,148,38,34,15,10,29,32,20,190,102,461,1726,556,449,224,539,826,895,8193,322,13727
