POW_SA2_CODE_2021,Ad_Dip_300_399_Mng,Ad_Dip_300_399_Pro,Ad_Dip_300_399_TecTW,Ad_Dip_300_399_CoPSW,Ad_Dip_300_399_ClAW,Ad_Dip_300_399_SWks,Ad_Dip_300_399_MaOpDv,Ad_Dip_300_399_Lab,Ad_Dip_300_399_IDNS,Ad_Dip_300_399_Tot,Ad_Dip_400_499_Mng,Ad_Dip_400_499_Pro,Ad_Dip_400_499_TecTW,Ad_Dip_400_499_CoPSW,Ad_Dip_400_499_ClAW,Ad_Dip_400_499_SWks,Ad_Dip_400_499_MaOpDv,Ad_Dip_400_499_Lab,Ad_Dip_400_499_IDNS,Ad_Dip_400_499_Tot,Ad_Dip_500_649_Mng,Ad_Dip_500_649_Pro,Ad_Dip_500_649_TecTW,Ad_Dip_500_649_CoPSW,Ad_Dip_500_649_ClAW,Ad_Dip_500_649_SWks,Ad_Dip_500_649_MaOpDv,Ad_Dip_500_649_Lab,Ad_Dip_500_649_IDNS,Ad_Dip_500_649_Tot,Ad_Dip_650_799_Mng,Ad_Dip_650_799_Pro,Ad_Dip_650_799_TecTW,Ad_Dip_650_799_CoPSW,Ad_Dip_650_799_ClAW,Ad_Dip_650_799_SWks,Ad_Dip_650_799_MaOpDv,Ad_Dip_650_799_Lab,Ad_Dip_650_799_IDNS,Ad_Dip_650_799_Tot,Ad_Dip_800_999_Mng,Ad_Dip_800_999_Pro,Ad_Dip_800_999_TecTW,Ad_Dip_800_999_CoPSW,Ad_Dip_800_999_ClAW,Ad_Dip_800_999_SWks,Ad_Dip_800_999_MaOpDv,Ad_Dip_800_999_Lab,Ad_Dip_800_999_IDNS,Ad_Dip_800_999_Tot,Ad_Dip_1000_1249_Mng,Ad_Dip_1000_1249_Pro,Ad_Dip_1000_1249_TecTW,Ad_Dip_1000_1249_CoPSW,Ad_Dip_1000_1249_ClAW,Ad_Dip_1000_1249_SWks,Ad_Dip_1000_1249_MaOpDv,Ad_Dip_1000_1249_Lab,Ad_Dip_1000_1249_IDNS,Ad_Dip_1000_1249_Tot,Ad_Dip_1250_1499_Mng,Ad_Dip_1250_1499_Pro,Ad_Dip_1250_1499_TecTW,Ad_Dip_1250_1499_CoPSW,Ad_Dip_1250_1499_ClAW,Ad_Dip_1250_1499_SWks,Ad_Dip_1250_1499_MaOpDv,Ad_Dip_1250_1499_Lab,Ad_Dip_1250_1499_IDNS,Ad_Dip_1250_1499_Tot,Ad_Dip_1500_1749_Mng,Ad_Dip_1500_1749_Pro,Ad_Dip_1500_1749_TecTW,Ad_Dip_1500_1749_CoPSW,Ad_Dip_1500_1749_ClAW,Ad_Dip_1500_1749_SWks,Ad_Dip_1500_1749_MaOpDv,Ad_Dip_1500_1749_Lab,Ad_Dip_1500_1749_IDNS,Ad_Dip_1500_1749_Tot,Ad_Dip_1750_1999_Mng,Ad_Dip_1750_1999_Pro,Ad_Dip_1750_1999_TecTW,Ad_Dip_1750_1999_CoPSW,Ad_Dip_1750_1999_ClAW,Ad_Dip_1750_1999_SWks,Ad_Dip_1750_1999_MaOpDv,Ad_Dip_1750_1999_Lab,Ad_Dip_1750_1999_IDNS,Ad_Dip_1750_1999_Tot,Ad_Dip_2000_2999_Mng,Ad_Dip_2000_2999_Pro,Ad_Dip_2000_2999_TecTW,Ad_Dip_2000_2999_CoPSW,Ad_Dip_2000_2999_ClAW,Ad_Dip_2000_2999_SWks,Ad_Dip_2000_2999_MaOpDv,Ad_Dip_2000_2999_Lab,Ad_Dip_2000_2999_IDNS,Ad_Dip_2000_2999_Tot,Ad_Dip_3000_3499_Mng,Ad_Dip_3000_3499_Pro,Ad_Dip_3000_3499_TecTW,Ad_Dip_3000_3499_CoPSW,Ad_Dip_3000_3499_ClAW,Ad_Dip_3000_3499_SWks,Ad_Dip_3000_3499_MaOpDv,Ad_Dip_3000_3499_Lab,Ad_Dip_3000_3499_IDNS,Ad_Dip_3000_3499_Tot,Ad_Dip_3500mo_Mng,Ad_Dip_3500mo_Pro,Ad_Dip_3500mo_TecTW,Ad_Dip_3500mo_CoPSW,Ad_Dip_3500mo_ClAW,Ad_Dip_3500mo_SWks,Ad_Dip_3500mo_MaOpDv,Ad_Dip_3500mo_Lab,Ad_Dip_3500mo_IDNS,Ad_Dip_3500mo_Tot,Ad_Dip_PINS_Mng,Ad_Dip_PINS_Pro,Ad_Dip_PINS_TecTW,Ad_Dip_PINS_CoPSW,Ad_Dip_PINS_ClAW,Ad_Dip_PINS_SWks,Ad_Dip_PINS_MaOpDv,Ad_Dip_PINS_Lab,Ad_Dip_PINS_IDNS,Ad_Dip_PINS_Tot,Ad_Dip_Tot_Mng,Ad_Dip_Tot_Pro,Ad_Dip_Tot_TecTW,Ad_Dip_Tot_CoPSW,Ad_Dip_Tot_ClAW,Ad_Dip_Tot_SWks,Ad_Dip_Tot_MaOpDv,Ad_Dip_Tot_Lab,Ad_Dip_Tot_IDNS,Ad_Dip_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot,CL_nfd_400_499_Mng,CL_nfd_400_499_Pro,CL_nfd_400_499_TecTW,CL_nfd_400_499_CoPSW,CL_nfd_400_499_ClAW,CL_nfd_400_499_SWks,CL_nfd_400_499_MaOpDv,CL_nfd_400_499_Lab,CL_nfd_400_499_IDNS,CL_nfd_400_499_Tot,CL_nfd_500_649_Mng,CL_nfd_500_649_Pro,CL_nfd_500_649_TecTW,CL_nfd_500_649_CoPSW,CL_nfd_500_649_ClAW,CL_nfd_500_649_SWks,CL_nfd_500_649_MaOpDv,CL_nfd_500_649_Lab,CL_nfd_500_649_IDNS,CL_nfd_500_649_Tot
212011548,0,0,0,0,0,5,0,0,0,11,0,0,5,7,3,5,3,0,0,24,8,0,0,8,0,6,0,4,0,32,8,3,0,8,7,7,5,4,0,44,5,3,3,19,5,5,0,0,0,47,5,6,3,9,4,0,0,4,0,33,8,3,0,3,3,0,3,0,0,26,10,4,0,0,0,0,0,0,0,14,10,0,5,0,0,0,0,0,0,16,9,7,0,0,0,4,0,0,3,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,58,27,20,76,37,29,16,24,3,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,3,0,0,0,0,0,6
212011549,0,3,0,0,0,0,0,0,0,15,0,5,0,7,5,0,0,0,0,10,4,5,3,18,0,0,0,3,0,37,0,0,0,19,0,4,0,4,0,37,8,8,4,22,7,5,3,0,0,45,4,0,3,9,3,0,0,0,0,35,3,4,0,0,6,0,0,0,0,14,6,0,0,7,0,0,0,0,0,15,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,36,28,17,89,22,17,5,18,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
212011550,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,3,3,0,0,13,0,0,0,9,7,3,0,0,0,21,0,0,0,16,5,7,0,5,0,30,8,9,9,8,8,9,0,4,0,56,10,4,4,5,4,8,10,8,0,54,10,0,5,4,6,3,3,0,0,31,0,11,0,0,9,10,13,0,0,37,4,9,0,0,0,0,6,0,0,18,4,6,4,0,0,0,3,0,0,25,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,40,29,52,43,38,41,19,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
212011551,0,3,0,0,3,6,3,0,0,20,0,0,4,6,4,15,0,0,0,38,0,0,10,4,12,9,4,4,0,39,9,0,13,22,10,3,4,12,0,65,12,11,16,15,17,12,8,15,0,105,13,17,19,17,27,17,7,24,0,145,18,9,12,7,22,6,6,4,0,74,11,9,7,8,13,4,0,4,0,48,9,9,3,5,8,3,0,0,0,36,22,5,13,4,8,0,0,3,0,57,3,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,99,74,110,101,119,61,36,67,3,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,14
212011552,0,0,4,10,4,5,5,6,0,38,7,0,7,13,10,0,0,3,0,43,6,10,4,26,9,12,11,4,0,78,6,3,14,29,12,9,9,9,0,96,13,14,18,33,17,8,11,4,0,126,20,9,23,21,16,3,11,11,0,118,8,5,16,18,18,6,0,4,6,79,20,3,11,16,9,4,3,0,0,71,15,8,5,20,5,0,0,0,0,61,30,9,0,30,0,0,0,0,0,72,7,0,0,5,0,3,0,0,0,12,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,137,69,116,223,108,64,62,40,22,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9
212021293,0,5,0,14,8,4,0,4,0,32,0,4,0,22,10,5,0,5,0,52,3,18,16,54,20,16,0,9,0,131,7,17,11,71,30,11,4,16,0,162,9,25,32,77,33,10,0,12,0,210,12,32,43,67,38,10,0,8,0,216,16,44,22,42,37,14,0,4,0,175,18,48,19,25,18,5,0,0,0,126,12,26,8,8,11,6,0,0,0,74,19,45,8,0,3,6,0,0,0,92,7,8,0,0,4,0,0,0,0,11,19,6,0,0,4,0,0,0,0,31,0,0,0,5,0,0,0,0,0,6,135,277,164,412,218,82,10,65,11,1377,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,5,9,9,0,3,0,18
212021295,0,0,0,0,4,3,0,6,0,9,0,0,0,0,0,0,6,0,0,13,3,6,0,7,5,0,4,6,0,19,0,5,6,15,0,4,9,3,4,33,3,3,5,18,8,0,11,3,0,54,5,3,11,28,3,0,4,0,0,58,0,4,4,15,4,0,4,0,0,40,3,8,0,8,3,0,0,0,0,26,0,0,0,5,0,0,0,0,0,10,6,0,0,3,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,34,100,30,21,25,13,3,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
212021297,0,3,0,6,0,0,3,3,0,23,0,4,6,0,8,7,3,11,0,37,3,9,0,7,15,0,7,20,0,65,12,8,11,14,26,4,7,25,0,107,11,17,27,21,39,12,27,40,7,202,29,27,50,25,50,15,36,27,6,265,32,25,39,4,50,10,21,10,0,199,35,27,25,8,30,5,9,3,0,140,22,17,10,7,19,6,0,0,0,78,74,30,22,6,23,13,3,5,0,170,23,4,6,0,7,0,0,3,0,40,26,6,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,6,279,172,210,111,272,74,129,156,11,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,0,6,0,9
212021299,0,0,0,0,4,0,0,0,0,7,0,0,0,0,4,0,0,0,0,13,0,0,5,4,0,0,0,0,0,12,0,3,3,8,5,0,0,6,0,27,0,0,4,10,0,0,0,10,0,30,6,8,5,8,9,6,6,0,0,33,0,8,0,0,6,0,0,0,0,26,5,5,0,0,0,0,0,0,0,14,0,0,0,3,3,0,0,0,0,6,0,0,3,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,26,27,38,37,4,5,28,11,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212021453,0,0,3,0,0,0,0,0,0,9,0,0,0,5,0,0,0,5,0,15,0,0,0,10,0,0,0,0,0,20,0,0,0,10,3,0,4,5,0,32,4,0,7,17,0,0,0,0,0,29,0,8,4,17,9,3,0,0,0,42,5,0,0,4,4,0,0,0,0,16,0,4,7,0,0,0,0,0,0,13,0,3,4,0,4,0,0,0,0,12,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,32,57,29,10,7,9,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
212021454,0,0,0,5,4,0,0,0,0,11,0,0,3,3,0,3,0,4,0,17,0,0,5,5,4,4,0,5,3,27,3,0,0,10,7,9,0,4,0,37,0,3,10,10,5,3,0,0,0,27,0,3,3,10,6,0,0,5,0,29,5,14,9,0,3,4,0,0,0,34,3,4,0,4,5,0,0,0,0,17,5,5,3,7,0,0,0,0,0,10,0,4,6,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,34,38,70,38,28,6,20,3,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
212021455,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,16,0,3,0,5,0,31,0,0,0,9,3,0,0,0,0,21,0,5,6,4,3,0,3,0,0,19,5,4,0,11,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,11,42,16,0,3,9,4,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
212021456,0,4,0,17,8,26,0,3,3,67,0,4,4,29,10,22,3,13,0,78,7,10,16,45,13,44,3,13,0,151,14,17,18,59,25,47,0,11,4,190,25,19,19,52,38,58,0,15,0,226,35,35,24,48,42,46,4,11,0,245,27,31,19,23,41,14,0,12,0,162,21,30,6,26,19,6,0,0,4,119,25,26,4,34,21,4,0,4,0,118,31,23,6,29,9,10,0,0,0,106,9,3,0,0,4,0,0,0,0,10,6,5,0,4,4,0,0,0,0,16,0,0,0,0,0,3,0,0,4,15,206,204,122,388,227,306,26,79,12,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,7,5,0,0,3,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,10,0,0,0,12,5,9,0,6,0,28
212021553,0,3,0,4,0,5,0,0,0,14,0,4,0,5,3,0,4,0,0,12,0,0,3,9,3,5,0,3,0,24,0,5,4,20,0,9,4,3,0,41,8,0,6,15,0,0,4,0,0,38,0,9,8,7,9,5,0,0,0,43,3,0,3,3,8,4,0,3,0,23,0,9,0,4,9,0,0,0,0,20,4,5,3,3,0,0,0,0,0,14,5,0,3,0,0,4,0,0,0,18,3,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,36,36,30,76,39,32,11,21,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212021554,0,0,0,4,3,0,0,0,0,11,0,0,0,6,0,0,0,0,0,10,0,0,0,11,6,4,0,6,0,17,3,6,6,7,0,0,0,0,0,22,6,3,5,17,4,0,0,0,0,31,5,3,5,11,7,0,0,0,0,28,0,0,0,4,0,0,0,0,0,7,6,3,0,0,0,0,0,4,0,14,3,3,0,0,3,0,0,0,0,11,0,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,23,52,25,8,3,11,4,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
212031300,0,0,0,10,0,14,0,0,0,36,3,3,3,9,5,8,0,5,0,42,5,3,7,24,10,16,0,3,0,72,5,6,12,44,11,26,6,3,5,123,13,15,12,61,16,20,11,12,0,166,16,26,22,43,23,15,15,9,3,175,16,15,11,30,11,7,13,7,3,112,8,13,8,26,11,7,6,0,0,83,9,6,0,19,4,4,0,0,0,41,14,12,0,23,4,5,0,3,0,60,0,3,0,5,0,0,0,0,0,6,5,0,3,0,0,0,0,0,0,7,0,0,7,6,0,0,0,0,0,7,94,111,86,301,115,142,55,53,12,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,0,8,0,0,0,0,5,0,0,3,0,9
212031303,0,0,4,4,6,4,0,3,0,17,0,3,3,4,3,0,0,4,0,22,6,3,0,16,4,0,4,0,0,36,3,4,8,9,8,0,0,3,0,44,3,5,3,27,13,4,8,11,0,70,17,4,5,14,5,0,5,5,0,60,9,10,13,6,7,0,5,0,0,44,5,5,7,3,3,5,0,0,0,35,7,5,4,0,3,0,0,0,0,17,12,0,0,0,4,6,4,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,43,60,94,58,20,29,31,3,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
212031304,0,0,0,8,5,0,3,6,0,18,3,4,4,14,0,4,0,3,0,31,0,6,7,16,8,0,7,0,0,49,3,8,7,28,3,5,5,3,0,69,12,6,13,39,6,4,12,13,0,104,10,4,14,19,12,0,15,9,0,82,12,3,17,9,4,0,4,0,0,49,9,8,3,0,4,0,0,0,0,32,7,3,3,6,4,0,0,0,0,19,8,3,4,3,6,0,0,3,0,24,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,73,47,77,142,57,19,52,40,9,521,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,11
212031306,0,0,0,7,0,0,0,3,0,15,4,0,3,3,0,6,4,0,0,23,0,3,8,16,0,4,0,0,0,38,5,4,8,20,9,3,3,0,4,57,10,4,16,28,20,4,9,5,0,96,10,4,5,9,12,12,6,3,0,69,6,13,7,0,12,4,5,0,0,51,5,8,12,4,7,9,3,0,0,39,0,8,3,0,0,0,3,0,0,22,14,4,0,0,4,0,0,0,0,36,0,6,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,64,56,64,103,70,45,44,21,5,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6
212031308,0,0,0,0,5,0,0,0,0,7,0,0,0,3,3,0,0,0,0,7,0,3,4,9,5,0,0,5,0,23,4,3,3,5,4,0,0,3,3,30,3,3,4,14,3,0,0,10,0,44,4,0,3,0,5,0,4,0,0,22,0,0,0,0,5,0,0,0,0,12,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,18,20,37,38,7,7,28,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5
212031457,0,0,0,4,0,0,0,0,0,16,0,0,0,6,0,4,0,0,0,10,0,4,0,4,0,5,4,4,0,24,0,8,6,14,4,3,0,0,0,34,3,3,7,21,4,5,4,0,0,50,3,3,0,14,3,11,0,5,0,37,0,0,6,3,4,4,0,0,0,23,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,26,28,26,73,27,35,12,21,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4
212031458,0,3,0,0,4,0,0,0,0,9,0,0,0,4,0,4,0,3,0,14,0,4,0,11,5,4,0,0,0,28,0,3,4,20,3,0,3,4,0,36,5,8,3,15,4,0,3,3,0,38,0,5,8,24,8,0,0,0,0,41,7,7,7,5,4,0,0,0,0,25,4,5,6,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,8,6,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,39,28,93,28,4,8,20,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
212031555,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,12,0,0,0,11,0,0,3,5,0,15,0,3,0,18,0,0,3,0,0,29,0,3,0,16,10,0,0,4,0,35,0,3,6,4,4,0,0,0,0,25,0,6,9,4,5,0,4,0,3,25,6,5,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,8,0,5,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,31,23,61,21,13,14,9,4,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212031556,0,0,3,4,3,0,0,0,0,9,0,0,0,7,0,0,4,0,0,12,4,0,0,13,4,0,10,4,0,31,4,5,4,9,4,0,4,3,0,34,4,3,9,18,4,3,11,0,0,62,4,0,10,15,0,5,9,0,0,42,9,5,5,3,3,0,5,0,0,28,4,5,3,0,4,0,4,0,0,23,6,0,0,0,3,0,0,0,0,11,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,26,43,73,30,13,47,11,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212031557,0,0,0,4,0,5,5,0,0,13,0,0,0,12,3,5,0,0,0,30,3,4,5,16,0,6,4,4,0,42,4,7,8,18,8,6,4,0,0,59,4,10,7,39,7,5,10,4,0,90,4,5,3,28,5,3,11,3,0,69,5,6,3,3,3,0,0,0,0,21,8,0,0,6,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,11,4,8,0,5,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,49,37,128,42,32,45,26,3,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
212031558,0,0,0,3,0,0,0,0,0,4,5,6,0,3,0,0,3,0,0,16,0,0,0,12,0,0,3,5,0,19,0,7,5,12,0,0,0,0,0,29,0,4,3,19,5,0,5,0,0,34,4,4,5,14,4,0,3,0,0,35,0,7,0,6,9,0,6,0,0,25,0,5,0,0,5,0,3,0,0,14,3,11,0,3,0,0,0,0,0,14,4,5,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,43,19,76,25,5,24,11,3,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8
