DATAFLOW,MEDAVG,REGION,REGION_TYPE,STATE,TIME_PERIOD,OBS_VALUE 
ABS:C21_G02_POA(1.0.0),7,5172,POA,4,2021,0.8
ABS:C21_G02_POA(1.0.0),7,5422,POA,4,2021,0.6
ABS:C21_G02_POA(1.0.0),7,4005,POA,3,2021,0.9
ABS:C21_G02_POA(1.0.0),7,3199,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3072,POA,2,2021,0.9
ABS:C21_G02_POA(1.0.0),7,2712,POA,1,2021,0.7
ABS:C21_G02_POA(1.0.0),7,6718,POA,5,2021,1
ABS:C21_G02_POA(1.0.0),7,6348,POA,5,2021,0.7
ABS:C21_G02_POA(1.0.0),7,3167,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3820,POA,2,2021,0.7
ABS:C21_G02_POA(1.0.0),7,2060,POA,1,2021,1
ABS:C21_G02_POA(1.0.0),7,3143,POA,2,2021,0.9
ABS:C21_G02_POA(1.0.0),7,4694,POA,3,2021,0.7
ABS:C21_G02_POA(1.0.0),7,3637,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,5583,POA,4,2021,0.6
ABS:C21_G02_POA(1.0.0),7,2540,POA,1,2021,0.7
ABS:C21_G02_POA(1.0.0),8,3631,POA,2,2021,2.9
ABS:C21_G02_POA(1.0.0),8,6100,POA,5,2021,2.1
ABS:C21_G02_POA(1.0.0),8,6503,POA,5,2021,2.5
ABS:C21_G02_POA(1.0.0),8,4406,POA,3,2021,2.6
ABS:C21_G02_POA(1.0.0),8,3055,POA,2,2021,2.1
ABS:C21_G02_POA(1.0.0),8,2517,POA,1,2021,2.5
ABS:C21_G02_POA(1.0.0),8,5156,POA,4,2021,2.7
ABS:C21_G02_POA(1.0.0),8,2340,POA,1,2021,2.5
ABS:C21_G02_POA(1.0.0),8,2838,POA,1,2021,2.4
ABS:C21_G02_POA(1.0.0),8,6321,POA,5,2021,2.3
ABS:C21_G02_POA(1.0.0),8,6409,POA,5,2021,2.5
ABS:C21_G02_POA(1.0.0),8,7055,POA,6,2021,2.7
ABS:C21_G02_POA(1.0.0),8,3022,POA,2,2021,2.4
ABS:C21_G02_POA(1.0.0),8,2424,POA,1,2021,2.5
ABS:C21_G02_POA(1.0.0),8,3430,POA,2,2021,2.7
ABS:C21_G02_POA(1.0.0),8,4882,POA,3,2021,2.5
ABS:C21_G02_POA(1.0.0),8,2732,POA,1,2021,2.1
ABS:C21_G02_POA(1.0.0),8,3127,POA,2,2021,2.6
ABS:C21_G02_POA(1.0.0),8,5259,POA,4,2021,2.3
ABS:C21_G02_POA(1.0.0),8,5374,POA,4,2021,2.2
ABS:C21_G02_POA(1.0.0),8,6567,POA,5,2021,2.4
ABS:C21_G02_POA(1.0.0),8,3851,POA,2,2021,2.3
ABS:C21_G02_POA(1.0.0),1,2066,POA,1,2021,38
ABS:C21_G02_POA(1.0.0),1,2198,POA,1,2021,36
ABS:C21_G02_POA(1.0.0),1,2285,POA,1,2021,36
ABS:C21_G02_POA(1.0.0),1,2354,POA,1,2021,50
ABS:C21_G02_POA(1.0.0),1,2749,POA,1,2021,34
ABS:C21_G02_POA(1.0.0),1,3006,POA,2,2021,31
ABS:C21_G02_POA(1.0.0),1,3317,POA,2,2021,49
ABS:C21_G02_POA(1.0.0),1,3517,POA,2,2021,52
ABS:C21_G02_POA(1.0.0),1,3646,POA,2,2021,49
ABS:C21_G02_POA(1.0.0),1,3869,POA,2,2021,43
ABS:C21_G02_POA(1.0.0),1,3951,POA,2,2021,49
ABS:C21_G02_POA(1.0.0),1,4054,POA,3,2021,38
ABS:C21_G02_POA(1.0.0),1,4160,POA,3,2021,44
ABS:C21_G02_POA(1.0.0),1,4353,POA,3,2021,44
ABS:C21_G02_POA(1.0.0),1,4702,POA,3,2021,37
ABS:C21_G02_POA(1.0.0),1,5052,POA,4,2021,45
ABS:C21_G02_POA(1.0.0),1,5087,POA,4,2021,36
ABS:C21_G02_POA(1.0.0),1,5167,POA,4,2021,43
ABS:C21_G02_POA(1.0.0),1,5493,POA,4,2021,56
ABS:C21_G02_POA(1.0.0),1,6170,POA,5,2021,31
ABS:C21_G02_POA(1.0.0),1,6223,POA,5,2021,44
ABS:C21_G02_POA(1.0.0),1,6337,POA,5,2021,36
ABS:C21_G02_POA(1.0.0),1,6392,POA,5,2021,50
ABS:C21_G02_POA(1.0.0),2,4413,POA,3,2021,790
ABS:C21_G02_POA(1.0.0),2,4660,POA,3,2021,490
ABS:C21_G02_POA(1.0.0),2,3153,POA,2,2021,807
ABS:C21_G02_POA(1.0.0),2,6558,POA,5,2021,749
ABS:C21_G02_POA(1.0.0),2,3840,POA,2,2021,560
ABS:C21_G02_POA(1.0.0),2,3675,POA,2,2021,753
ABS:C21_G02_POA(1.0.0),2,4742,POA,3,2021,1140
ABS:C21_G02_POA(1.0.0),2,2106,POA,1,2021,1126
ABS:C21_G02_POA(1.0.0),2,5213,POA,4,2021,708
ABS:C21_G02_POA(1.0.0),2,4718,POA,3,2021,926
ABS:C21_G02_POA(1.0.0),2,6081,POA,5,2021,896
ABS:C21_G02_POA(1.0.0),2,2041,POA,1,2021,1592
ABS:C21_G02_POA(1.0.0),2,3310,POA,2,2021,482
ABS:C21_G02_POA(1.0.0),2,6154,POA,5,2021,886
ABS:C21_G02_POA(1.0.0),2,3437,POA,2,2021,958
ABS:C21_G02_POA(1.0.0),2,6012,POA,5,2021,1030
ABS:C21_G02_POA(1.0.0),2,4877,POA,3,2021,822
ABS:C21_G02_POA(1.0.0),2,7468,POA,6,2021,722
ABS:C21_G02_POA(1.0.0),2,2172,POA,1,2021,1184
ABS:C21_G02_POA(1.0.0),2,4035,POA,3,2021,1008
ABS:C21_G02_POA(1.0.0),2,2557,POA,1,2021,1028
ABS:C21_G02_POA(1.0.0),2,5455,POA,4,2021,900
ABS:C21_G02_POA(1.0.0),2,2911,POA,8,2021,1394
ABS:C21_G02_POA(1.0.0),2,6770,POA,5,2021,367
ABS:C21_G02_POA(1.0.0),2,2738,POA,1,2021,920
ABS:C21_G02_POA(1.0.0),2,3760,POA,2,2021,1012
ABS:C21_G02_POA(1.0.0),3,7325,POA,6,2021,1552
ABS:C21_G02_POA(1.0.0),3,3563,POA,2,2021,1523
ABS:C21_G02_POA(1.0.0),3,3148,POA,2,2021,2363
ABS:C21_G02_POA(1.0.0),3,4385,POA,3,2021,1147
ABS:C21_G02_POA(1.0.0),3,5166,POA,4,2021,1367
ABS:C21_G02_POA(1.0.0),3,4608,POA,3,2021,1326
ABS:C21_G02_POA(1.0.0),3,4492,POA,3,2021,1981
ABS:C21_G02_POA(1.0.0),3,6336,POA,5,2021,1541
ABS:C21_G02_POA(1.0.0),3,3462,POA,2,2021,1574
ABS:C21_G02_POA(1.0.0),3,7177,POA,6,2021,1602
ABS:C21_G02_POA(1.0.0),3,3004,POA,2,2021,2727
ABS:C21_G02_POA(1.0.0),3,2549,POA,1,2021,1621
ABS:C21_G02_POA(1.0.0),3,5014,POA,4,2021,1946
ABS:C21_G02_POA(1.0.0),3,4121,POA,3,2021,3083
ABS:C21_G02_POA(1.0.0),3,2873,POA,1,2021,1319
ABS:C21_G02_POA(1.0.0),3,2025,POA,1,2021,4557
ABS:C21_G02_POA(1.0.0),3,3644,POA,2,2021,1532
ABS:C21_G02_POA(1.0.0),3,3237,POA,2,2021,1312
ABS:C21_G02_POA(1.0.0),3,4895,POA,3,2021,1309
ABS:C21_G02_POA(1.0.0),3,4701,POA,3,2021,1925
ABS:C21_G02_POA(1.0.0),3,6427,POA,5,2021,0
ABS:C21_G02_POA(1.0.0),3,4454,POA,3,2021,1949
ABS:C21_G02_POA(1.0.0),3,2353,POA,1,2021,1583
ABS:C21_G02_POA(1.0.0),4,3267,POA,2,2021,1600
ABS:C21_G02_POA(1.0.0),4,2820,POA,1,2021,1122
ABS:C21_G02_POA(1.0.0),4,4412,POA,3,2021,1264
ABS:C21_G02_POA(1.0.0),4,3435,POA,2,2021,1887
ABS:C21_G02_POA(1.0.0),4,4207,POA,3,2021,1494
ABS:C21_G02_POA(1.0.0),4,2171,POA,1,2021,2379
ABS:C21_G02_POA(1.0.0),4,3977,POA,2,2021,1895
ABS:C21_G02_POA(1.0.0),4,7291,POA,6,2021,1701
ABS:C21_G02_POA(1.0.0),4,6079,POA,5,2021,2062
ABS:C21_G02_POA(1.0.0),4,4364,POA,3,2021,1357
ABS:C21_G02_POA(1.0.0),4,2345,POA,1,2021,1493
ABS:C21_G02_POA(1.0.0),4,5605,POA,4,2021,1067
ABS:C21_G02_POA(1.0.0),4,4876,POA,3,2021,1324
ABS:C21_G02_POA(1.0.0),4,6728,POA,5,2021,1357
ABS:C21_G02_POA(1.0.0),4,5950,POA,4,2021,0
ABS:C21_G02_POA(1.0.0),4,3093,POA,2,2021,2160
ABS:C21_G02_POA(1.0.0),4,4154,POA,3,2021,3044
ABS:C21_G02_POA(1.0.0),4,4105,POA,3,2021,2001
ABS:C21_G02_POA(1.0.0),4,2776,POA,1,2021,2152
ABS:C21_G02_POA(1.0.0),4,6208,POA,5,2021,1305
ABS:C21_G02_POA(1.0.0),4,3345,POA,2,2021,2012
ABS:C21_G02_POA(1.0.0),4,2680,POA,1,2021,1743
ABS:C21_G02_POA(1.0.0),4,4659,POA,3,2021,858
ABS:C21_G02_POA(1.0.0),5,7257,POA,6,2021,0
ABS:C21_G02_POA(1.0.0),5,4065,POA,3,2021,2817
ABS:C21_G02_POA(1.0.0),5,5609,POA,4,2021,1580
ABS:C21_G02_POA(1.0.0),5,4871,POA,3,2021,1300
ABS:C21_G02_POA(1.0.0),5,3178,POA,2,2021,2055
ABS:C21_G02_POA(1.0.0),5,5265,POA,4,2021,467
ABS:C21_G02_POA(1.0.0),5,2581,POA,1,2021,1885
ABS:C21_G02_POA(1.0.0),5,6415,POA,5,2021,1066
ABS:C21_G02_POA(1.0.0),5,2024,POA,1,2021,3900
ABS:C21_G02_POA(1.0.0),5,3923,POA,2,2021,1606
ABS:C21_G02_POA(1.0.0),5,2165,POA,1,2021,1950
ABS:C21_G02_POA(1.0.0),5,3785,POA,2,2021,2167
ABS:C21_G02_POA(1.0.0),5,7322,POA,6,2021,1192
ABS:C21_G02_POA(1.0.0),5,4120,POA,3,2021,1900
ABS:C21_G02_POA(1.0.0),5,2625,POA,1,2021,2659
ABS:C21_G02_POA(1.0.0),5,3111,POA,2,2021,2500
ABS:C21_G02_POA(1.0.0),5,4730,POA,3,2021,1188
ABS:C21_G02_POA(1.0.0),5,2487,POA,1,2021,2230
ABS:C21_G02_POA(1.0.0),5,4384,POA,3,2021,1169
ABS:C21_G02_POA(1.0.0),5,2757,POA,1,2021,2500
ABS:C21_G02_POA(1.0.0),5,5351,POA,4,2021,1517
ABS:C21_G02_POA(1.0.0),5,6753,POA,5,2021,1083
ABS:C21_G02_POA(1.0.0),5,3236,POA,2,2021,1509
ABS:C21_G02_POA(1.0.0),5,4606,POA,3,2021,1073
ABS:C21_G02_POA(1.0.0),6,3732,POA,2,2021,200
ABS:C21_G02_POA(1.0.0),6,2565,POA,1,2021,420
ABS:C21_G02_POA(1.0.0),6,5269,POA,4,2021,138
ABS:C21_G02_POA(1.0.0),6,2019,POA,1,2021,550
ABS:C21_G02_POA(1.0.0),6,6171,POA,5,2021,360
ABS:C21_G02_POA(1.0.0),6,4363,POA,3,2021,255
ABS:C21_G02_POA(1.0.0),6,2441,POA,1,2021,290
ABS:C21_G02_POA(1.0.0),6,2775,POA,1,2021,295
ABS:C21_G02_POA(1.0.0),6,3091,POA,2,2021,450
ABS:C21_G02_POA(1.0.0),6,4580,POA,3,2021,280
ABS:C21_G02_POA(1.0.0),6,5061,POA,4,2021,375
ABS:C21_G02_POA(1.0.0),6,3900,POA,2,2021,150
ABS:C21_G02_POA(1.0.0),6,2395,POA,1,2021,150
ABS:C21_G02_POA(1.0.0),6,6421,POA,5,2021,120
ABS:C21_G02_POA(1.0.0),6,4104,POA,3,2021,380
ABS:C21_G02_POA(1.0.0),6,3032,POA,2,2021,381
ABS:C21_G02_POA(1.0.0),6,2308,POA,1,2021,0
ABS:C21_G02_POA(1.0.0),6,5115,POA,4,2021,300
ABS:C21_G02_POA(1.0.0),6,3584,POA,2,2021,200
ABS:C21_G02_POA(1.0.0),6,4478,POA,3,2021,144
ABS:C21_G02_POA(1.0.0),7,2359,POA,1,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2256,POA,1,2021,0.8
ABS:C21_G02_POA(1.0.0),7,6620,POA,5,2021,0.7
ABS:C21_G02_POA(1.0.0),7,2580,POA,1,2021,0.7
ABS:C21_G02_POA(1.0.0),7,3523,POA,2,2021,0.7
ABS:C21_G02_POA(1.0.0),7,6175,POA,5,2021,0.7
ABS:C21_G02_POA(1.0.0),7,3375,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2131,POA,1,2021,1
ABS:C21_G02_POA(1.0.0),7,4169,POA,3,2021,0.9
ABS:C21_G02_POA(1.0.0),7,7256,POA,6,2021,0.7
ABS:C21_G02_POA(1.0.0),7,3875,POA,2,2021,0.7
ABS:C21_G02_POA(1.0.0),7,5520,POA,4,2021,0.7
ABS:C21_G02_POA(1.0.0),7,3711,POA,2,2021,0.7
ABS:C21_G02_POA(1.0.0),7,4810,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,4358,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,5065,POA,4,2021,0.9
ABS:C21_G02_POA(1.0.0),7,4064,POA,3,2021,0.9
ABS:C21_G02_POA(1.0.0),7,7268,POA,6,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2205,POA,1,2021,1.2
ABS:C21_G02_POA(1.0.0),7,3958,POA,2,2021,0.7
ABS:C21_G02_POA(1.0.0),8,3765,POA,2,2021,2.8
ABS:C21_G02_POA(1.0.0),8,7250,POA,6,2021,2.3
ABS:C21_G02_POA(1.0.0),8,4054,POA,3,2021,2.6
ABS:C21_G02_POA(1.0.0),8,4516,POA,3,2021,3.1
ABS:C21_G02_POA(1.0.0),8,2046,POA,1,2021,2.5
ABS:C21_G02_POA(1.0.0),8,2749,POA,1,2021,3
ABS:C21_G02_POA(1.0.0),8,6369,POA,5,2021,2.3
ABS:C21_G02_POA(1.0.0),8,2177,POA,1,2021,3.3
ABS:C21_G02_POA(1.0.0),8,2390,POA,1,2021,2.5
ABS:C21_G02_POA(1.0.0),8,3317,POA,2,2021,2.3
ABS:C21_G02_POA(1.0.0),8,3685,POA,2,2021,2.3
ABS:C21_G02_POA(1.0.0),8,5223,POA,4,2021,2.2
ABS:C21_G02_POA(1.0.0),8,4674,POA,3,2021,2.2
ABS:C21_G02_POA(1.0.0),8,3194,POA,2,2021,2.3
ABS:C21_G02_POA(1.0.0),8,3496,POA,2,2021,2.5
ABS:C21_G02_POA(1.0.0),8,2087,POA,1,2021,3
ABS:C21_G02_POA(1.0.0),8,4723,POA,3,2021,2.6
ABS:C21_G02_POA(1.0.0),1,2141,POA,1,2021,34
ABS:C21_G02_POA(1.0.0),1,2151,POA,1,2021,38
ABS:C21_G02_POA(1.0.0),1,2486,POA,1,2021,48
ABS:C21_G02_POA(1.0.0),1,2793,POA,1,2021,55
ABS:C21_G02_POA(1.0.0),1,2805,POA,1,2021,47
ABS:C21_G02_POA(1.0.0),1,3019,POA,2,2021,34
ABS:C21_G02_POA(1.0.0),1,3221,POA,2,2021,43
ABS:C21_G02_POA(1.0.0),1,3521,POA,2,2021,42
ABS:C21_G02_POA(1.0.0),1,3753,POA,2,2021,32
ABS:C21_G02_POA(1.0.0),1,3762,POA,2,2021,48
ABS:C21_G02_POA(1.0.0),1,4474,POA,3,2021,47
ABS:C21_G02_POA(1.0.0),1,4507,POA,3,2021,63
ABS:C21_G02_POA(1.0.0),1,4820,POA,3,2021,41
ABS:C21_G02_POA(1.0.0),1,4849,POA,3,2021,60
ABS:C21_G02_POA(1.0.0),1,5556,POA,4,2021,56
ABS:C21_G02_POA(1.0.0),1,6009,POA,5,2021,37
ABS:C21_G02_POA(1.0.0),1,6243,POA,5,2021,48
ABS:C21_G02_POA(1.0.0),1,6260,POA,5,2021,48
ABS:C21_G02_POA(1.0.0),1,6638,POA,5,2021,42
ABS:C21_G02_POA(1.0.0),1,7005,POA,6,2021,37
ABS:C21_G02_POA(1.0.0),2,5240,POA,4,2021,838
ABS:C21_G02_POA(1.0.0),2,4562,POA,3,2021,768
ABS:C21_G02_POA(1.0.0),2,7025,POA,6,2021,790
ABS:C21_G02_POA(1.0.0),2,4221,POA,3,2021,808
ABS:C21_G02_POA(1.0.0),2,3555,POA,2,2021,676
ABS:C21_G02_POA(1.0.0),2,3940,POA,2,2021,558
ABS:C21_G02_POA(1.0.0),2,4164,POA,3,2021,920
ABS:C21_G02_POA(1.0.0),2,2869,POA,1,2021,540
ABS:C21_G02_POA(1.0.0),2,2829,POA,1,2021,671
ABS:C21_G02_POA(1.0.0),2,6027,POA,5,2021,879
ABS:C21_G02_POA(1.0.0),2,3565,POA,2,2021,641
ABS:C21_G02_POA(1.0.0),2,6390,POA,5,2021,840
ABS:C21_G02_POA(1.0.0),2,7174,POA,6,2021,588
ABS:C21_G02_POA(1.0.0),2,2307,POA,1,2021,681
ABS:C21_G02_POA(1.0.0),2,6036,POA,5,2021,841
ABS:C21_G02_POA(1.0.0),2,3074,POA,2,2021,502
ABS:C21_G02_POA(1.0.0),2,3314,POA,2,2021,813
ABS:C21_G02_POA(1.0.0),2,4553,POA,3,2021,882
ABS:C21_G02_POA(1.0.0),3,2640,POA,1,2021,2061
ABS:C21_G02_POA(1.0.0),3,2672,POA,1,2021,1426
ABS:C21_G02_POA(1.0.0),3,3151,POA,2,2021,1972
ABS:C21_G02_POA(1.0.0),3,4305,POA,3,2021,1756
ABS:C21_G02_POA(1.0.0),3,5400,POA,4,2021,2040
ABS:C21_G02_POA(1.0.0),3,0870,POA,7,2021,2507
ABS:C21_G02_POA(1.0.0),3,3335,POA,2,2021,2048
ABS:C21_G02_POA(1.0.0),3,2410,POA,1,2021,1218
ABS:C21_G02_POA(1.0.0),3,6616,POA,5,2021,2083
ABS:C21_G02_POA(1.0.0),3,4340,POA,3,2021,1625
ABS:C21_G02_POA(1.0.0),3,5555,POA,4,2021,1212
ABS:C21_G02_POA(1.0.0),3,2426,POA,1,2021,1388
ABS:C21_G02_POA(1.0.0),3,2130,POA,1,2021,3076
ABS:C21_G02_POA(1.0.0),3,5033,POA,4,2021,1937
ABS:C21_G02_POA(1.0.0),3,4819,POA,3,2021,1372
ABS:C21_G02_POA(1.0.0),3,9797,POA,9,2021,2249
ABS:C21_G02_POA(1.0.0),3,6152,POA,5,2021,2618
ABS:C21_G02_POA(1.0.0),3,3351,POA,2,2021,1921
ABS:C21_G02_POA(1.0.0),3,5510,POA,4,2021,1392
ABS:C21_G02_POA(1.0.0),3,6635,POA,5,2021,1583
ABS:C21_G02_POA(1.0.0),3,3752,POA,2,2021,2249
ABS:C21_G02_POA(1.0.0),4,5222,POA,4,2021,1004
ABS:C21_G02_POA(1.0.0),4,2729,POA,1,2021,1345
ABS:C21_G02_POA(1.0.0),4,6722,POA,5,2021,2595
ABS:C21_G02_POA(1.0.0),4,5238,POA,4,2021,838
ABS:C21_G02_POA(1.0.0),4,4008,POA,3,2021,1666
ABS:C21_G02_POA(1.0.0),4,4552,POA,3,2021,1259
ABS:C21_G02_POA(1.0.0),4,2484,POA,1,2021,1263
ABS:C21_G02_POA(1.0.0),4,4019,POA,3,2021,1283
ABS:C21_G02_POA(1.0.0),4,3551,POA,2,2021,2012
ABS:C21_G02_POA(1.0.0),4,3850,POA,2,2021,1339
ABS:C21_G02_POA(1.0.0),4,5136,POA,4,2021,2316
ABS:C21_G02_POA(1.0.0),4,3170,POA,2,2021,1913
ABS:C21_G02_POA(1.0.0),4,2229,POA,1,2021,2235
ABS:C21_G02_POA(1.0.0),4,3180,POA,2,2021,1762
ABS:C21_G02_POA(1.0.0),4,5602,POA,4,2021,1197
ABS:C21_G02_POA(1.0.0),4,6386,POA,5,2021,1875
ABS:C21_G02_POA(1.0.0),4,2220,POA,1,2021,1841
ABS:C21_G02_POA(1.0.0),4,3002,POA,2,2021,2345
ABS:C21_G02_POA(1.0.0),4,6368,POA,5,2021,1468
ABS:C21_G02_POA(1.0.0),4,2452,POA,1,2021,1260
ABS:C21_G02_POA(1.0.0),5,6151,POA,5,2021,2388
ABS:C21_G02_POA(1.0.0),5,3334,POA,2,2021,1559
ABS:C21_G02_POA(1.0.0),5,3890,POA,2,2021,705
ABS:C21_G02_POA(1.0.0),5,5018,POA,4,2021,1636
ABS:C21_G02_POA(1.0.0),5,5032,POA,4,2021,1800
ABS:C21_G02_POA(1.0.0),5,6412,POA,5,2021,0
ABS:C21_G02_POA(1.0.0),5,3927,POA,2,2021,2167
ABS:C21_G02_POA(1.0.0),5,2069,POA,1,2021,3800
ABS:C21_G02_POA(1.0.0),5,3658,POA,2,2021,1517
ABS:C21_G02_POA(1.0.0),5,0862,POA,7,2021,0
ABS:C21_G02_POA(1.0.0),5,2079,POA,1,2021,2544
ABS:C21_G02_POA(1.0.0),5,3025,POA,2,2021,2167
ABS:C21_G02_POA(1.0.0),5,5262,POA,4,2021,1017
ABS:C21_G02_POA(1.0.0),5,7012,POA,6,2021,1328
ABS:C21_G02_POA(1.0.0),5,0841,POA,7,2021,1900
ABS:C21_G02_POA(1.0.0),5,6122,POA,5,2021,1950
ABS:C21_G02_POA(1.0.0),5,2305,POA,1,2021,2167
ABS:C21_G02_POA(1.0.0),5,2817,POA,1,2021,1083
ABS:C21_G02_POA(1.0.0),5,3034,POA,2,2021,2167
ABS:C21_G02_POA(1.0.0),5,4304,POA,3,2021,1300
ABS:C21_G02_POA(1.0.0),5,4715,POA,3,2021,1387
ABS:C21_G02_POA(1.0.0),5,2536,POA,1,2021,1550
ABS:C21_G02_POA(1.0.0),5,2265,POA,1,2021,2072
ABS:C21_G02_POA(1.0.0),5,4705,POA,3,2021,0
ABS:C21_G02_POA(1.0.0),6,6168,POA,5,2021,300
ABS:C21_G02_POA(1.0.0),6,4733,POA,3,2021,300
ABS:C21_G02_POA(1.0.0),6,3700,POA,2,2021,240
ABS:C21_G02_POA(1.0.0),6,4417,POA,3,2021,150
ABS:C21_G02_POA(1.0.0),6,2336,POA,1,2021,270
ABS:C21_G02_POA(1.0.0),6,4007,POA,3,2021,420
ABS:C21_G02_POA(1.0.0),6,2623,POA,1,2021,300
ABS:C21_G02_POA(1.0.0),6,5415,POA,4,2021,295
ABS:C21_G02_POA(1.0.0),6,3960,POA,2,2021,236
ABS:C21_G02_POA(1.0.0),6,3737,POA,2,2021,250
ABS:C21_G02_POA(1.0.0),6,4426,POA,3,2021,110
ABS:C21_G02_POA(1.0.0),6,3169,POA,2,2021,385
ABS:C21_G02_POA(1.0.0),6,4807,POA,3,2021,230
ABS:C21_G02_POA(1.0.0),6,2127,POA,1,2021,510
ABS:C21_G02_POA(1.0.0),6,3441,POA,2,2021,330
ABS:C21_G02_POA(1.0.0),6,5050,POA,4,2021,380
ABS:C21_G02_POA(1.0.0),6,3946,POA,2,2021,285
ABS:C21_G02_POA(1.0.0),6,2097,POA,1,2021,623
ABS:C21_G02_POA(1.0.0),7,4151,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3240,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,5654,POA,4,2021,0.7
ABS:C21_G02_POA(1.0.0),7,4124,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2156,POA,1,2021,0.7
ABS:C21_G02_POA(1.0.0),7,3767,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3024,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,4512,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3758,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2439,POA,1,2021,0.8
ABS:C21_G02_POA(1.0.0),7,4481,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3529,POA,2,2021,0.8
ABS:C21_G02_POA(1.0.0),7,3485,POA,2,2021,0.6
ABS:C21_G02_POA(1.0.0),7,2810,POA,1,2021,0.7
ABS:C21_G02_POA(1.0.0),7,4856,POA,3,2021,0.8
ABS:C21_G02_POA(1.0.0),7,5144,POA,4,2021,0.8
ABS:C21_G02_POA(1.0.0),7,2799,POA,1,2021,0.8
ABS:C21_G02_POA(1.0.0),7,7011,POA,6,2021,0.8
ABS:C21_G02_POA(1.0.0),8,2834,POA,1,2021,2
ABS:C21_G02_POA(1.0.0),8,4172,POA,3,2021,2.6
ABS:C21_G02_POA(1.0.0),8,3888,POA,2,2021,2.1
ABS:C21_G02_POA(1.0.0),8,3561,POA,2,2021,2.3
ABS:C21_G02_POA(1.0.0),8,5414,POA,4,2021,2.2
ABS:C21_G02_POA(1.0.0),8,3321,POA,2,2021,3
ABS:C21_G02_POA(1.0.0),8,3571,POA,2,2021,2.6
ABS:C21_G02_POA(1.0.0),8,2007,POA,1,2021,2.1
ABS:C21_G02_POA(1.0.0),8,6512,POA,5,2021,2.2
ABS:C21_G02_POA(1.0.0),8,7052,POA,6,2021,2.5
ABS:C21_G02_POA(1.0.0),8,2250,POA,1,2021,2.5
ABS:C21_G02_POA(1.0.0),8,2622,POA,1,2021,2.2
ABS:C21_G02_POA(1.0.0),8,5301,POA,4,2021,2.3
ABS:C21_G02_POA(1.0.0),8,4567,POA,3,2021,2.3
ABS:C21_G02_POA(1.0.0),8,4227,POA,3,2021,2.7
ABS:C21_G02_POA(1.0.0),8,3096,POA,2,2021,3
ABS:C21_G02_POA(1.0.0),8,3281,POA,2,2021,2.9
ABS:C21_G02_POA(1.0.0),1,2034,POA,1,2021,36
ABS:C21_G02_POA(1.0.0),1,2365,POA,1,2021,45
ABS:C21_G02_POA(1.0.0),1,2567,POA,1,2021,34
ABS:C21_G02_POA(1.0.0),1,2624,POA,1,2021,31
ABS:C21_G02_POA(1.0.0),1,2633,POA,1,2021,55
ABS:C21_G02_POA(1.0.0),1,3058,POA,2,2021,37
ABS:C21_G02_POA(1.0.0),1,3109,POA,2,2021,41
ABS:C21_G02_POA(1.0.0),1,3124,POA,2,2021,43
ABS:C21_G02_POA(1.0.0),1,3300,POA,2,2021,45
ABS:C21_G02_POA(1.0.0),1,3624,POA,2,2021,42
ABS:C21_G02_POA(1.0.0),1,4210,POA,3,2021,36
ABS:C21_G02_POA(1.0.0),1,5063,POA,4,2021,42
ABS:C21_G02_POA(1.0.0),1,5303,POA,4,2021,40
ABS:C21_G02_POA(1.0.0),1,5321,POA,4,2021,47
ABS:C21_G02_POA(1.0.0),1,5433,POA,4,2021,53
ABS:C21_G02_POA(1.0.0),1,6173,POA,5,2021,34
ABS:C21_G02_POA(1.0.0),1,6438,POA,5,2021,37
ABS:C21_G02_POA(1.0.0),1,6452,POA,5,2021,57
ABS:C21_G02_POA(1.0.0),1,6528,POA,5,2021,50
ABS:C21_G02_POA(1.0.0),1,7265,POA,6,2021,48
ABS:C21_G02_POA(1.0.0),2,2450,POA,1,2021,694
ABS:C21_G02_POA(1.0.0),2,2440,POA,1,2021,557
ABS:C21_G02_POA(1.0.0),2,2190,POA,1,2021,498
ABS:C21_G02_POA(1.0.0),2,6324,POA,5,2021,629
ABS:C21_G02_POA(1.0.0),2,5085,POA,4,2021,804
ABS:C21_G02_POA(1.0.0),2,2747,POA,1,2021,880
ABS:C21_G02_POA(1.0.0),2,4885,POA,3,2021,641
ABS:C21_G02_POA(1.0.0),2,7307,POA,6,2021,641
ABS:C21_G02_POA(1.0.0),2,3418,POA,2,2021,732
ABS:C21_G02_POA(1.0.0),2,5094,POA,4,2021,620
